well_id,depth_to_m,lithology,colour,texture
SIND001-OW,0.6,Clay,black,fine
SIND001-OW,2.4,Clay hard,yellowish brown,medium to coarse
SIND001-OW,4.4,Basalt weathered,grey,medium
SIND001-OW,5.5,Basalt weathered/fractured,greyish black,medium
SIND001-OW,7.0,Basalt,black,hard
SIND007-OW,0.5,Clay,black,fine
SIND007-OW,2.3,Clay hard,yellowish brown,medium to coarse
SIND007-OW,4.1,Basalt weathered,dull brown,medium
SIND007-OW,5.5,Basalt fractured,greyish black,hard
SIND007-OW,15.63,Basalt,black,hard
SIND014-OW,2.0,Clay,black,fine
SIND014-OW,4.5,Clay hard,yellowish brown,coarse
SIND014-OW,7.0,Basalt weathered,greyish black,medium
SIND014-OW,11.55,Basalt,black,hard
SIND017-OW,2.8,Clay,black,fine
SIND017-OW,5.2,Clay hard,yellowish brown,coarse
SIND017-OW,7.5,Basalt weathered,greyish black,medium
SIND017-OW,16.65,Basalt,black,hard
SIND021-OW,2.1,Clay,black,fine
SIND021-OW,3.6,Clay hard,yellowish brown,medium to coarse
SIND021-OW,8.6,Basalt weathered,greyish black,medium
SIND021-OW,12.5,Basalt,black,hard
SIND024-OW,3.0,Clay hard,yellowish brown,medium to coarse
SIND024-OW,7.5,Basalt weathered,greyish black,medium
SIND024-OW,10.0,Basalt,black,hard
SIND025-OW,2.8,Clay,black,fine
SIND025-OW,6.4,Clay hard,yellowish brown,medium to coarse
SIND025-OW,10.0,Basalt weathered,greyish black,medium
SIND025-OW,16.5,Basalt,black,gravel
SIND026-OW,1.8,Clay,black,fine
SIND026-OW,4.0,Clay hard,yellowish brown,medium to coarse
SIND026-OW,11.0,Basalt weathered,greyish black,medium
SIND026-OW,13.0,Basalt,black,hard
SIND027-OW,1.0,Clay,yellowish brown,fine
SIND027-OW,4.2,Clay hard,yellowish brown,medium
SIND027-OW,7.3,Basalt weathered,greyish black,medium
SIND027-OW,10.0,Basalt,black,hard
SIND030-OW,2.1,Clay,black,fine
SIND030-OW,5.2,Clay hard,yellowish brown,medium to coarse
SIND030-OW,7.5,Basalt weathered,greyish black,medium
SIND030-OW,9.0,Basalt,black,hard
SIND041-OW,1.0,Clay,black,fine
SIND041-OW,3.0,Basalt weathered,grey,medium
SIND041-OW,6.5,Basalt fractured,grey,hard
SIND041-OW,15.0,Basalt,black,hard
SIND050-OW,1.0,Clay hard,yellowish brown,coarse
SIND050-OW,3.0,Basalt weathered,grey,medium
SIND050-OW,5.0,Basalt fractured,greyish black,hard
SIND050-OW,7.25,Basalt,black,hard
SIND060-OW,1.0,Basalt,black,fine to medium
SIND060-OW,1.5,Clay,black,coarse to very coarse
SIND060-OW,9.0,Clay hard,yellow,fine to medium
SIND060-OW,11.0,Basalt weathered,grey,fine to medium
SIND064-OW,1.5,Clay,black,fine
SIND064-OW,6.0,Clay with interbeds of sand,yellow,fine to medium
SIND064-OW,8.1,Basalt highly weathered,greyish black,hard
SIND067-OW,0.5,Clay,black,fine
SIND067-OW,1.5,Clay hard,yellowish brown,coarse
SIND067-OW,2.25,Basalt fractured,grey,medium
SIND067-OW,11.0,Basalt,black,hard
SIND070-OW,0.6,Clay,black,fine
SIND070-OW,3.5,Clay hard,yellowish brown,medium to coarse
SIND070-OW,6.0,Basalt weathered,dull brown,medium
SIND070-OW,6.6,Basalt fractured,greyish black,medium
SIND070-OW,8.7,Basalt,black,hard
SIND071-OW,0.9,Clay,black,fine
SIND071-OW,2.5,Clay hard,yellowish brown,medium to coarse
SIND071-OW,4.6,Basalt weathered,dull brown,medium
SIND071-OW,5.8,Basalt fractured,greyish black,medium
SIND071-OW,11.15,Basalt,black,hard
SIND072-OW,0.6,Clay,black,fine
SIND072-OW,2.3,Clay hard,yellowish brown,medium to coarse
SIND072-OW,4.2,Basalt weathered,grey,medium
SIND072-OW,5.2,Basalt fractured,greyish black,medium
SIND072-OW,14.45,Basalt,black,hard
SIND074-OW,0.7,Clay,black,fine
SIND074-OW,2.8,Clay hard,yellowish brown,medium to coarse
SIND074-OW,4.6,Basalt weathered,greyish black,medium
SIND074-OW,6.1,Basalt fractured,greyish black,medium
SIND074-OW,14.05,Basalt,black,hard
SIND075-OW,0.5,Clay,black,fine
SIND075-OW,1.5,Clay hard,dull brown,coarse
SIND075-OW,3.2,Basalt weathered,greyish black,medium
SIND075-OW,3.6,Basalt fractured,greyish black,medium
SIND075-OW,5.9,Basalt,black,hard
SIND076-OW,0.9,Clay,black,fine
SIND076-OW,3.8,Clay hard,yellowish brown,medium to coarse
SIND076-OW,6.1,Basalt weathered,grey,hard
SIND076-OW,7.2,Basalt fractured,greyish black,medium
SIND076-OW,15.75,Basalt,black,hard
SIND101-OW,2.0,Clay,black,fine
SIND101-OW,11.0,Clay with interbeds of sand,light brown,coarse
SIND101-OW,12.0,Basalt weathered,grey,medium to coarse
SIND101-OW,24.0,Basalt,black,hard
SIND102-OW,1.8,Clay,black,fine
SIND102-OW,12.8,Clay with interbeds of sand,reddish brown,coarse
SIND102-OW,18.0,Basalt fractured,grey,medium to coarse
SIND102-OW,24.7,Basalt,black,hard
SIND104-OW,0.6,Clay,black,fine
SIND104-OW,3.0,Basalt fractured,grey,medium
SIND104-OW,8.4,Basalt,black,hard
SIND105-OW,0.8,Clay,black,fine
SIND105-OW,2.0,Clay with interbeds of sand,light brown,fine to medium
SIND105-OW,5.0,Basalt weathered,grey,medium
SIND105-OW,8.0,Basalt fractured,greyish black,medium
SIND105-OW,14.2,Basalt,black,hard
SIND107-OW,0.9,Clay,black,fine
SIND107-OW,2.0,Clay with interbeds of sand,light brown,fine to medium
SIND107-OW,5.5,Basalt weathered,grey,medium
SIND107-OW,8.5,Basalt fractured,greyish black,medium
SIND107-OW,12.2,Basalt,black,hard
SIND108-OW,3.5,Gneiss hard,yellowish brown,medium to coarse
SIND108-OW,4.0,Basalt,black,hard
SIND108-OW,8.0,Basalt weathered,greyish black,medium
SIND109-OW,2.0,Clay,black,fine
SIND109-OW,6.5,Clay with thin gravel layer,light brown,medium to coarse
SIND109-OW,8.0,Clay with interbeds of sand,light brown,medium to coarse
SIND109-OW,13.0,Basalt fractured,grey,medium
SIND109-OW,18.0,Basalt,black,hard
SIND112-OW,3.0,Clay,black,fine
SIND112-OW,7.5,Clay hard,yellowish brown,medium to coarse
SIND112-OW,11.6,Basalt weathered,greyish black,medium
SIND112-OW,16.7,Basalt,black,hard
SIND114-OW,2.5,Clay,black,fine
SIND114-OW,7.2,Clay hard,yellowish brown,medium to coarse
SIND114-OW,10.7,Basalt weathered,greyish black,medium to coarse
SIND114-OW,14.0,Basalt,black,hard
SIND117-OW,2.1,Clay,black,fine
SIND117-OW,6.2,Clay hard,yellowish brown,coarse
SIND117-OW,10.0,Basalt weathered,greyish black,medium to coarse
SIND117-OW,11.2,Basalt,black,medium
SIND117-OW,11.3,Basalt,,hard
SIND118-OW,0.8,Clay,black,fine
SIND118-OW,6.0,Clay with interbeds of sand,yellow,fine to medium
SIND118-OW,12.0,Gneiss fractured,dull brown,coarse to very coarse
SIND118-OW,15.0,Gneiss weathered,,coarse to very coarse
SIND118-OW,22.0,Basalt fractured,grey,medium
SIND118-OW,24.55,Basalt,black,hard
SIND119-OW,1.6,Clay,black,fine to medium
SIND119-OW,8.3,Clay,yellow,fine to medium
SIND119-OW,12.8,Basalt weathered,grey,fine to medium
SIND119-OW,15.0,Basalt hard,black,hard
SIND121-OW,1.5,Clay,black,fine to medium
SIND121-OW,2.5,Clay with interbeds of sand,yellow,fine to medium
SIND121-OW,7.0,Basalt weathered/fractured,greyish black,medium
SIND121-OW,8.0,Basalt,black,hard
SIND123-OW,1.6,Clay,black,medium to coarse
SIND123-OW,3.5,Clay,yellow,medium
SIND123-OW,12.0,Clay with thin gravel layer,grey,gravel
SIND123-OW,15.0,Basalt,black,hard
SIND124-OW,1.8,Clay,black,fine to medium
SIND124-OW,7.9,Clay with thin gravel layer,yellow,fine to medium
SIND124-OW,11.0,Clay with interbeds of sand,yellow,fine to medium
SIND124-OW,14.5,Basalt highly weathered,brown,fine to medium
SIND125-OW,1.8,Clay,black,medium to coarse
SIND125-OW,3.6,Clay,yellow,medium
SIND125-OW,13.0,Basalt weathered,grey,medium
SIND125-OW,24.5,Basalt,black,hard
SIND126-OW,2.1,Clay,black,fine to medium
SIND126-OW,9.8,Clay,yellow,hard
SIND126-OW,13.2,Clay with thin gravel layer,grey,medium to coarse
SIND126-OW,22.5,Basalt weathered,grey,fine to medium
SIND126-OW,24.0,Basalt,black,hard
SIND128-OW,2.0,Clay,black,medium to coarse
SIND128-OW,7.3,Clay,yellow,medium to coarse
SIND128-OW,18.0,Basalt weathered,grey,medium to coarse
SIND128-OW,19.0,Basalt,black,hard
SIND129-OW,1.9,Clay,black,fine to medium
SIND129-OW,9.5,Clay with interbeds of sand,yellow,fine to medium
SIND129-OW,20.0,Basalt weathered/fractured,greyish black,medium to coarse
SIND129-OW,21.5,Basalt,black,hard
SIND130-OW,1.5,Clay,black,coarse to very coarse
SIND130-OW,9.1,Clay hard,yellow,fine to medium
SIND130-OW,12.5,Basalt weathered,grey,fine to medium
SIND130-OW,14.1,Basalt hard,black,hard
SIND131-OW,1.7,Clay,black,fine to medium
SIND131-OW,10.0,Clay with interbeds of sand,yellow,fine to medium
SIND131-OW,14.0,Basalt weathered,greyish black,fine to medium
SIND131-OW,15.0,Basalt,black,hard
SIND132-OW,1.4,Clay,black,fine
SIND132-OW,6.0,Clay with interbeds of sand,yellow,fine to medium
SIND132-OW,8.5,Basalt weathered,greyish black,fine to medium
SIND132-OW,9.2,Basalt,black,hard
SIND135-OW,1.5,Clay,black,fine
SIND135-OW,7.5,Clay with interbeds of sand,yellow,fine
SIND135-OW,9.0,Basalt highly weathered,greyish black,medium to coarse
SIND136-OW,1.2,Clay,black,fine
SIND136-OW,14.5,Clay with interbeds of sand,yellow,fine to medium
SIND136-OW,21.0,Basalt weathered/fractured,greyish black,coarse to very coarse
SIND136-OW,27.0,Basalt,black,hard
SIND138-OW,1.5,Clay,black,fine
SIND138-OW,11.0,Clay with interbeds of sand,yellow,fine to medium
SIND138-OW,13.5,Basalt highly weathered,brown,hard
SIND139-OW,0.5,Basalt weathered,grey,medium
SIND139-OW,0.6,Clay,black,fine
SIND139-OW,2.4,Clay,yellowish brown,fine to medium
SIND139-OW,4.5,Basalt fractured,grey,medium
SIND139-OW,12.5,Basalt,black,hard
SIND140-OW,0.5,Basalt weathered,grey,medium
SIND140-OW,0.6,Clay,black,fine
SIND140-OW,2.4,Clay,yellowish brown,fine to medium
SIND140-OW,8.0,Basalt fractured,grey,medium
SIND140-OW,30.0,Basalt,black,hard
SIND141-OW,0.5,Clay,black,fine
SIND141-OW,1.9,Clay hard,grey,coarse
SIND141-OW,3.0,Basalt fractured,grey,medium
SIND141-OW,9.2,Basalt,black,coarse
SIND142-OW,0.75,Clay,black,fine
SIND142-OW,4.25,Clay hard,yellowish brown,coarse
SIND142-OW,6.0,Basalt fractured,greyish black,medium
SIND142-OW,7.0,Basalt weathered,grey,hard
SIND142-OW,27.0,Basalt,black,hard
SIND143-OW,0.4,Clay,black,fine
SIND143-OW,1.3,Clay hard,yellowish brown,coarse
SIND143-OW,2.5,Basalt fractured,grey,medium
SIND143-OW,2.7,Basalt weathered,grey,hard
SIND143-OW,6.9,Basalt,black,hard
SIND144-OW,0.8,Clay,black,fine
SIND144-OW,3.0,Clay hard,yellowish brown,coarse
SIND144-OW,3.6,Basalt fractured,grey,medium
SIND144-OW,4.0,Basalt weathered,dull brown,hard
SIND144-OW,12.0,Basalt,black,hard
SIND145-OW,0.9,Clay,black,fine
SIND145-OW,4.0,Clay hard,yellowish brown,coarse
SIND145-OW,5.6,Basalt fractured,grey,medium
SIND145-OW,6.1,Basalt weathered,greyish black,hard
SIND145-OW,13.7,Basalt,black,gravel
SIND146-OW,3.9,Clay,black,fine
SIND146-OW,8.8,Clay hard,yellowish brown,coarse
SIND146-OW,11.0,Basalt fractured,grey,medium
SIND146-OW,12.0,Basalt weathered/fractured,grey,hard
SIND146-OW,13.5,Basalt,black,hard
SIND147-OW,0.5,Clay,black,fine
SIND147-OW,2.4,Clay hard,yellowish brown,coarse
SIND147-OW,4.0,Basalt fractured,grey,medium
SIND147-OW,13.9,Basalt,black,hard
SIND148-OW,0.9,Clay,black,fine
SIND148-OW,7.0,Clay hard,yellowish brown,coarse
SIND148-OW,9.5,Basalt fractured,grey,medium
SIND148-OW,12.0,Basalt weathered,dull brown,hard
SIND148-OW,15.0,Basalt,black,hard
SIND149-OW,0.6,Clay,black,fine
SIND149-OW,4.0,Basalt weathered,grey,medium
SIND149-OW,10.5,Basalt fractured,greyish black,hard
SIND150-OW,2.1,Clay,black,fine
SIND150-OW,4.8,Clay hard,yellowish brown,coarse
SIND150-OW,5.0,Basalt fractured,grey,medium
SIND150-OW,12.75,Basalt,black,hard
SIND151-OW,0.5,Clay,black,fine
SIND151-OW,3.6,Clay hard,yellowish brown,coarse
SIND151-OW,4.7,Basalt fractured,grey,medium
SIND151-OW,10.0,Basalt,black,hard
SIND152-OW,0.75,Clay,black,fine
SIND152-OW,3.75,Clay hard,grey,coarse
SIND152-OW,5.0,Basalt fractured,greyish black,medium
SIND152-OW,10.0,Basalt,black,hard
SIND153-OW,0.45,Clay,black,fine
SIND153-OW,1.45,Clay hard,yellowish brown,coarse
SIND153-OW,2.0,Basalt fractured,dull brown,medium
SIND153-OW,13.5,Basalt,black,hard
SIND154-OW,0.9,Clay,black,fine
SIND154-OW,6.0,Clay hard,yellowish brown,coarse
SIND154-OW,9.0,Basalt fractured,grey,medium
SIND154-OW,10.0,Basalt weathered,greyish black,hard
SIND154-OW,12.0,Basalt,black,hard
SIND155-OW,0.8,Clay,black,fine
SIND155-OW,1.8,Clay hard,yellowish brown,coarse
SIND155-OW,2.8,Basalt fractured,grey,medium
SIND155-OW,3.0,Basalt weathered,greyish black,hard
SIND155-OW,9.65,Basalt,black,hard
SIND156-OW,1.0,Clay,black,fine
SIND156-OW,1.5,Basalt,black,hard
SIND156-OW,5.0,Basalt weathered,grey,medium
SIND156-OW,13.0,Basalt fractured,greyish black,medium
SIND157-OW,0.9,Clay,black,fine
SIND157-OW,5.5,Clay with interbeds of sand,yellow,fine to medium
SIND157-OW,10.5,Basalt weathered/fractured,greyish black,medium to coarse
SIND157-OW,15.0,Basalt,black,coarse
SIND158-OW,0.6,Clay,black,fine
SIND158-OW,6.0,Basalt weathered,grey,medium
SIND158-OW,12.0,Basalt,black,hard
SIND160OW,0.6,Clay,black,fine
SIND160OW,5.25,Basalt weathered,grey,medium
SIND160OW,8.0,Basalt fractured,grey,hard
SIND160OW,8.65,Basalt,black,hard
SIND162-OW,1.8,Clay,black,fine
SIND162-OW,4.85,Basalt weathered,grey,medium
SIND162-OW,8.0,Basalt fractured,greyish black,hard
SIND162-OW,25.0,Basalt,black,hard
SIND163-OW,1.9,Clay,black,fine
SIND163-OW,4.0,Clay,yellow,fine
SIND163-OW,12.0,Clay with interbeds of sand,yellow,fine to medium
SIND163-OW,15.0,Basalt weathered/fractured,greyish black,coarse
SIND165-OW,1.8,Clay,black,fine
SIND165-OW,2.8,Clay hard,yellowish brown,coarse
SIND165-OW,9.0,Basalt weathered/fractured,grey,medium
SIND165-OW,14.0,Basalt fractured,greyish black,hard
SIND165-OW,14.5,Basalt,black,hard
SIND166-OW,1.8,Clay,black,fine
SIND166-OW,4.0,Clay,yellow,fine
SIND166-OW,15.8,Clay with interbeds of sand,yellow,fine to medium
SIND166-OW,18.0,Basalt weathered/fractured,greyish black,coarse
SIND167-OW,1.4,Clay,black,fine
SIND167-OW,6.5,Clay with interbeds of sand,yellow,fine
SIND167-OW,8.0,Basalt weathered/fractured,greyish black,coarse
SIND168-OW,2.0,Clay,black,fine
SIND168-OW,3.0,Clay,yellow,fine
SIND168-OW,12.5,Clay with interbeds of sand,yellow,fine to medium
SIND168-OW,15.1,Basalt weathered/fractured,greyish black,hard
SIND168-OW,16.0,Basalt,black,hard
SIND171-OW,0.6,Clay,black,fine
SIND171-OW,5.2,Basalt weathered,grey,medium
SIND171-OW,11.6,Basalt fractured,greyish black,hard
SIND171-OW,18.6,Basalt,black,hard
SIND172-OW,1.3,Clay,black,fine
SIND172-OW,7.0,Gravel with thin clay,reddish brown,fine to medium
SIND172-OW,14.5,Basalt weathered/fractured,greyish black,coarse
SIND172-OW,16.5,Basalt,black,coarse
SIND174-OW,1.2,Clay,black,fine
SIND174-OW,4.5,Clay,yellow,fine
SIND174-OW,16.0,Clay with interbeds of sand,yellow,fine to medium
SIND174-OW,18.0,Basalt weathered/fractured,greyish black,medium to coarse
SIND176-OW,1.8,Clay,black,fine
SIND176-OW,16.0,Clay hard,yellowish brown,coarse
SIND176-OW,18.0,Basalt,black,hard
SIND177-OW,2.5,Clay,black,fine
SIND177-OW,9.5,Clay hard,yellowish brown,coarse
SIND177-OW,16.0,Basalt weathered,greyish black,hard
SIND178-OW,1.0,Clay,black,fine
SIND178-OW,3.0,Clay hard,yellowish brown,medium to coarse
SIND178-OW,7.0,Basalt weathered,greyish black,medium
SIND178-OW,13.0,Basalt,black,hard
SIND179-OW,0.6,Clay,black,fine
SIND179-OW,5.0,Clay hard,yellowish brown,medium to coarse
SIND179-OW,10.1,Basalt weathered,greyish black,medium
SIND179-OW,14.9,Basalt,black,hard
SIND180-OW,0.8,Clay,black,fine
SIND180-OW,3.0,Clay hard,yellowish brown,medium to coarse
SIND180-OW,9.5,Basalt weathered,grey,medium
SIND180-OW,11.6,Basalt fractured,greyish black,medium
SIND180-OW,16.2,Basalt,black,hard
SIND181-OW,1.0,Clay,black,fine
SIND181-OW,4.0,Clay hard,yellowish brown,medium to coarse
SIND181-OW,11.0,Basalt weathered,grey,medium
SIND181-OW,12.0,Basalt fractured,greyish black,medium
SIND181-OW,20.0,Basalt,black,hard
SIND182-OW,1.2,Clay,black,fine
SIND182-OW,3.1,Clay hard,yellowish brown,medium to coarse
SIND182-OW,14.1,Basalt weathered,grey,medium
SIND182-OW,16.0,Basalt fractured,greyish black,medium
SIND182-OW,17.0,Basalt,black,hard
SIND183-OW,0.7,Clay,black,fine
SIND183-OW,3.0,Clay hard,yellowish brown,medium to coarse
SIND183-OW,6.1,Basalt weathered,grey,hard
SIND183-OW,7.0,Basalt fractured,greyish black,medium
SIND184--OW,0.7,Clay,black,fine
SIND184--OW,4.0,Clay hard,yellowish brown,medium
SIND184--OW,7.0,Basalt weathered,grey,medium
SIND184--OW,8.0,Basalt fractured,greyish black,medium
SIND184--OW,18.0,Basalt,black,hard
SIND185-OW,1.0,Clay,black,fine
SIND185-OW,3.0,Clay hard,yellowish brown,medium to coarse
SIND185-OW,6.8,Basalt weathered,grey,medium
SIND185-OW,9.5,Basalt fractured,greyish black,medium
SIND185-OW,18.0,Basalt,black,hard
SIND186-OW,0.6,Clay,black,fine
SIND186-OW,1.5,Clay hard,yellowish brown,medium to coarse
SIND186-OW,2.5,Basalt weathered,grey,medium
SIND186-OW,6.0,Basalt fractured,greyish black,medium
SIND186-OW,7.0,Basalt,black,hard
SIND187-OW,0.65,Clay,black,fine
SIND187-OW,3.0,Clay hard,yellowish brown,medium to coarse
SIND187-OW,6.0,Basalt weathered,grey,medium
SIND187-OW,7.0,Basalt fractured,greyish black,medium
SIND187-OW,18.0,Basalt,black,hard
SIND188-OW,0.7,Clay,black,fine
SIND188-OW,2.6,Clay hard,yellowish brown,medium
SIND188-OW,4.5,Basalt weathered,grey,medium
SIND188-OW,5.7,Basalt fractured,greyish black,medium
SIND188-OW,7.0,Basalt,black,hard
SIND189-OW,0.5,Clay,black,fine
SIND189-OW,4.1,Clay hard,yellowish brown,medium to coarse
SIND189-OW,7.3,Basalt weathered,grey,medium
SIND189-OW,9.5,Basalt fractured,greyish black,hard
SIND190-OW,0.4,Clay,black,fine
SIND190-OW,2.0,Clay hard,yellowish brown,medium to coarse
SIND190-OW,3.5,Basalt weathered,grey,medium
SIND190-OW,9.0,Basalt fractured,greyish black,hard
SIND190-OW,16.0,Basalt,black,hard
SIND191_OW,6.4,Clay hard,yellowish brown,medium to coarse
SIND191_OW,12.4,Basalt weathered,greyish black,medium
SIND191_OW,15.0,Basalt,black,hard
SIND192-OW,1.6,Clay,black,fine
SIND192-OW,3.0,Clay hard,yellowish brown,coarse
SIND192-OW,9.0,Basalt weathered,grey,medium
SIND192-OW,12.0,Basalt fractured,dull brown,hard
SIND192-OW,18.0,Basalt,black,hard
SIND193OWNEW2016,1.2,Clay,black,fine
SIND193OWNEW2016,2.4,Clay hard,yellowish brown,medium to coarse
SIND193OWNEW2016,5.0,Basalt weathered,grey,medium
SIND193OWNEW2016,6.5,Basalt fractured,greyish black,hard
SIND194-OWNEW2016,1.5,Clay,black,fine
SIND194-OWNEW2016,2.4,Clay hard,yellowish brown,medium to coarse
SIND194-OWNEW2016,6.0,Basalt weathered,grey,medium
SIND194-OWNEW2016,9.0,Basalt fractured,greyish black,medium
SIND194-OWNEW2016,10.0,Basalt,black,hard
SIND195-OWNEW2016,1.0,Clay,black,fine
SIND195-OWNEW2016,3.5,Basalt fractured,greyish black,medium
SIND196-OWNEW2016,1.5,Clay,black,fine
SIND196-OWNEW2016,3.5,Clay hard,yellowish brown,medium to coarse
SIND196-OWNEW2016,7.0,Basalt weathered,grey,medium
SIND196-OWNEW2016,12.0,Basalt fractured,greyish black,medium
SIND196-OWNEW2016,16.5,Basalt,black,hard
SIND197-OWNEW2016,1.0,Clay,black,fine
SIND197-OWNEW2016,3.0,Clay hard,yellowish brown,medium to coarse
SIND197-OWNEW2016,7.0,Basalt fractured,grey,medium
SIND197-OWNEW2016,10.0,Basalt,black,hard
SIND198-OWNEW2016,2.0,Clay,black,fine
SIND198-OWNEW2016,4.5,Clay hard,yellowish brown,medium to coarse
SIND198-OWNEW2016,9.0,Basalt weathered,grey,medium
SIND198-OWNEW2016,15.0,Basalt fractured,greyish black,medium
SIND198-OWNEW2016,18.0,Basalt,black,hard
SIND199-OWNEW2016,1.5,Clay,black,fine
SIND199-OWNEW2016,4.0,Clay hard,yellowish brown,medium to coarse
SIND199-OWNEW2016,9.0,Basalt vesicular,grey,medium
SIND199-OWNEW2016,12.0,Basalt fractured,greyish black,medium
SIND199-OWNEW2016,16.5,Basalt,black,hard
SAG-PZ-03,5.0,Clay with interbeds of sand,yellowish brown,fine to medium
SAG-PZ-03,10.5,Sandstone weathered,light brown,fine
SAG-PZ-03,13.5,Sandstone fractured,light brown,fine
SAG-PZ-03,18.0,Sandstone hard,light brown,fine
SAG-PZ-03,30.0,Sandstone hard,reddish brown,fine
SAG-PZ-04,1.0,Sandstone highly weathered,reddish brown,fine
SAG-PZ-04,18.0,Sandstone hard,reddish brown,fine
SAG-PZ-04,23.0,Sandstone fractured,dull brown,fine
SAG-PZ-04,34.5,Sandstone hard,reddish brown,fine
SAG-PZ-07,23.0,Clay,yellow,fine
SAG-PZ-07,25.0,Shale,red,fine
SAG-PZ-07,30.0,Limestone,grey,fine
SAG-PZ-07,33.0,Shale,reddish brown,fine
SAGAR-PDS-016-PZ,6.0,Sandstone weathered,yellow,coarse
SAGAR-PDS-016-PZ,11.0,Sandstone,yellowish brown,fine
SAGAR-PDS-016-PZ,20.0,Sandstone hard,reddish brown,fine
SAGAR-PDS-016-PZ,27.0,Shale,grey,fine
SAGAR-PDS-016-PZ,60.0,Shale,grey,fine
SAGAR-PDS-016-PZ,65.0,Shale,greyish black,coarse to very coarse
SAGAR-PDS-016-PZ,68.0,Shale,greyish black,fine
SAGAR-PDS-017-PZ,2.0,Topsoil,yellowish brown,coarse
SAGAR-PDS-017-PZ,5.0,Sand,yellowish brown,coarse
SAGAR-PDS-017-PZ,10.0,Clay,light brown,fine
SAGAR-PDS-017-PZ,25.0,Sandstone weathered,light brown,fine
SAGAR-PDS-017-PZ,40.0,Shale,grey,fine
SAGAR-PDS-017-PZ,48.0,Sandstone weathered,grey,fine
SAGAR-PDS-018-PZ,5.0,Sandstone highly weathered,reddish brown,coarse
SAGAR-PDS-018-PZ,11.0,Sandstone weathered,reddish brown,coarse
SAGAR-PDS-018-PZ,15.0,Sandstone hard,reddish brown,fine to medium
SAGAR-PDS-018-PZ,30.0,Sandstone hard,red,fine
SAGAR-PDS-019-PZ,7.0,Topsoil,greyish black,coarse
SAGAR-PDS-019-PZ,15.0,Topsoil,black,fine
SAGAR-PDS-019-PZ,17.0,Basalt weathered,grey,fine
SAGAR-PDS-019-PZ,22.0,Basalt vesicular,grey,fine
SAGAR-PDS-019-PZ,30.0,Basalt hard,black,fine
SAGAR-PDS-020-PZ,10.0,Sandstone weathered,reddish brown,coarse
SAGAR-PDS-020-PZ,44.0,Shale,grey,fine
SAGAR-PDS-020-PZ,47.0,Shale,grey,fine
SAGAR-PDS-020-PZ,48.0,Shale,grey,fine
SAGAR001-PZ,2.0,Basalt weathered,yellow,fine
SAGAR001-PZ,8.0,Basalt fractured,greyish black,fine
SAGAR001-PZ,13.5,Basalt hard,black,fine
SAGAR001-PZ,16.5,Basalt hard,black,fine
SAGAR001-PZ,17.0,Basalt highly weathered,greyish black,fine
SAGAR001-PZ,22.5,Basalt weathered,greyish black,fine
SAGAR001-PZ,27.0,Basalt fractured,greyish black,fine
SAGAR001-PZ,30.0,Basalt hard,black,fine
SAGAR0010-PZ,3.0,Clay,black,fine
SAGAR0010-PZ,9.0,Basalt,greyish black,fine to medium
SAGAR0010-PZ,12.0,Clay with interbeds of sand,yellowish brown,coarse
SAGAR0010-PZ,20.0,Basalt weathered/fractured,yellowish brown,coarse
SAGAR0010-PZ,25.0,Sand,yellow,fine to medium
SAGAR002-PZ,3.0,B.C. Soil and highly weathered,black,fine graines
SAGAR002-PZ,9.0,Basalt weathered,greyish black,fine graine
SAGAR002-PZ,12.0,Hard and compact Basalt,black,fine  graines
SAGAR002-PZ,16.0,Basalt weathered,greyish black,fine graines
SAGAR002-PZ,22.5,Hard and compact Basalt,greyish black,fine graines
SAGAR002-PZ,24.5,highly weathered Basalt,greyish black,fine graines
SAGAR002-PZ,27.0,weathered Basalt,greyish black,fine graines
SAGAR002-PZ,33.0,Basalt weathered,black,fine graines
SAGAR002-PZ,45.0,Hard basalt,black,fine graines
SAGAR005-PZ,0.5,B.C.Soil,black,fine grained
SAGAR005-PZ,6.0,Basalt weathered,greyish black,Fine grained
SAGAR005-PZ,10.0,Basalt weathered,Yellowish grey,Fine grained
SAGAR005-PZ,15.0,Hard Basalt,Yellowish Grey,Fine grained
SAGAR005-PZ,18.0,Inter trappeon and Weathered B,White Pebbles black,medium to coarse
SAGAR005-PZ,21.6,Highly Weathred Boulders of,White Pebbles Black,coarse
SAGAR006-PZ,0.5,B.C.Soil,black,Fine Grained
SAGAR006-PZ,2.0,Wea Thered Basalt,greyish black,fine Grained
SAGAR006-PZ,6.0,Hard Basalt,greyish black,Fine Grained
SAGAR006-PZ,6.5,Clay,black,Fine Grained
SAGAR006-PZ,9.0,Basalt weathered,greyish black,Fine Grained
SAGAR006-PZ,10.0,Hard Basalt,Yellowish Black,FineGrained
SAGAR006-PZ,11.0,Highly Weathered Basalt,greyish black,Fine Grained
SAGAR006-PZ,15.0,Basalt weathered/fractured,greyish black,Fine Grained
SAGAR006-PZ,28.0,Hard and Compact Basalt,Yellowish Grey,Fine grained
SAGAR006-PZ,28.3,Clay,black,Fine Grained
SAGAR006-PZ,38.0,Basalt weathered,Yellowish Black,Fine Grained
SAGAR006-PZ,44.7,Basalt fractured,Yellowish Black,Fine Grained
SAGAR008,12.0,Clay,yellow,coarse
SAGAR008,15.0,Clay,black,fine
SAGAR008,17.46,Basalt,black,fine
SAGAR008,20.46,Basalt highly weathered,yellow,coarse
