date,rainfall_mm,well_id,lat,lon
2003-01-01,11.7,SGWL047A-OW,26.115,78.011389
2003-02-01,20.7,SGWL047A-OW,26.115,78.011389
2003-03-01,1.5,SGWL047A-OW,26.115,78.011389
2003-04-01,3.0,SGWL047A-OW,26.115,78.011389
2003-05-01,2.0,SGWL047A-OW,26.115,78.011389
2003-06-01,54.1,SGWL047A-OW,26.115,78.011389
2003-07-01,338.59999999999997,SGWL047A-OW,26.115,78.011389
2003-08-01,243.6,SGWL047A-OW,26.115,78.011389
2003-09-01,285.7,SGWL047A-OW,26.115,78.011389
2003-10-01,0.0,SGWL047A-OW,26.115,78.011389
2003-11-01,0.1,SGWL047A-OW,26.115,78.011389
2003-12-01,28.0,SGWL047A-OW,26.115,78.011389
2004-01-01,58.5,SGWL047A-OW,26.115,78.011389
2004-02-01,0.0,SGWL047A-OW,26.115,78.011389
2004-03-01,0.0,SGWL047A-OW,26.115,78.011389
2004-04-01,6.6000000000000005,SGWL047A-OW,26.115,78.011389
2004-05-01,0.0,SGWL047A-OW,26.115,78.011389
2004-06-01,51.0,SGWL047A-OW,26.115,78.011389
2004-07-01,125.9,SGWL047A-OW,26.115,78.011389
2004-08-01,251.3,SGWL047A-OW,26.115,78.011389
2004-09-01,49.1,SGWL047A-OW,26.115,78.011389
2004-10-01,32.3,SGWL047A-OW,26.115,78.011389
2004-11-01,0.6,SGWL047A-OW,26.115,78.011389
2004-12-01,0.1,SGWL047A-OW,26.115,78.011389
2005-01-01,8.299999999999999,SGWL047A-OW,26.115,78.011389
2005-02-01,0.5,SGWL047A-OW,26.115,78.011389
2005-03-01,32.4,SGWL047A-OW,26.115,78.011389
2005-04-01,2.3,SGWL047A-OW,26.115,78.011389
2005-05-01,1.6,SGWL047A-OW,26.115,78.011389
2005-06-01,103.6,SGWL047A-OW,26.115,78.011389
2005-07-01,747.9,SGWL047A-OW,26.115,78.011389
2005-08-01,60.6,SGWL047A-OW,26.115,78.011389
2005-09-01,139.3,SGWL047A-OW,26.115,78.011389
2005-10-01,0.1,SGWL047A-OW,26.115,78.011389
2005-11-01,0.0,SGWL047A-OW,26.115,78.011389
2005-12-01,0.5,SGWL047A-OW,26.115,78.011389
2006-01-01,0.0,SGWL047A-OW,26.115,78.011389
2006-02-01,0.3,SGWL047A-OW,26.115,78.011389
2006-03-01,64.39999999999999,SGWL047A-OW,26.115,78.011389
2006-04-01,0.2,SGWL047A-OW,26.115,78.011389
2006-05-01,15.3,SGWL047A-OW,26.115,78.011389
2006-06-01,82.6,SGWL047A-OW,26.115,78.011389
2006-07-01,287.2,SGWL047A-OW,26.115,78.011389
2006-08-01,150.7,SGWL047A-OW,26.115,78.011389
2006-09-01,53.8,SGWL047A-OW,26.115,78.011389
2006-10-01,8.4,SGWL047A-OW,26.115,78.011389
2006-11-01,0.5,SGWL047A-OW,26.115,78.011389
2006-12-01,0.5,SGWL047A-OW,26.115,78.011389
2007-01-01,1.7,SGWL047A-OW,26.115,78.011389
2007-02-01,50.5,SGWL047A-OW,26.115,78.011389
2007-03-01,11.2,SGWL047A-OW,26.115,78.011389
2007-04-01,4.4,SGWL047A-OW,26.115,78.011389
2007-05-01,7.2,SGWL047A-OW,26.115,78.011389
2007-06-01,81.8,SGWL047A-OW,26.115,78.011389
2007-07-01,131.29999999999998,SGWL047A-OW,26.115,78.011389
2007-08-01,215.8,SGWL047A-OW,26.115,78.011389
2007-09-01,70.7,SGWL047A-OW,26.115,78.011389
2007-10-01,0.0,SGWL047A-OW,26.115,78.011389
2007-11-01,0.0,SGWL047A-OW,26.115,78.011389
2007-12-01,10.4,SGWL047A-OW,26.115,78.011389
2008-01-01,2.9,SGWL047A-OW,26.115,78.011389
2008-02-01,0.3,SGWL047A-OW,26.115,78.011389
2008-03-01,4.3,SGWL047A-OW,26.115,78.011389
2008-04-01,8.4,SGWL047A-OW,26.115,78.011389
2008-05-01,12.7,SGWL047A-OW,26.115,78.011389
2008-06-01,359.8,SGWL047A-OW,26.115,78.011389
2008-07-01,221.7,SGWL047A-OW,26.115,78.011389
2008-08-01,255.0,SGWL047A-OW,26.115,78.011389
2008-09-01,156.4,SGWL047A-OW,26.115,78.011389
2008-10-01,2.3000000000000003,SGWL047A-OW,26.115,78.011389
2008-11-01,4.3,SGWL047A-OW,26.115,78.011389
2008-12-01,0.0,SGWL047A-OW,26.115,78.011389
2009-01-01,0.7999999999999999,SGWL047A-OW,26.115,78.011389
2009-02-01,0.9,SGWL047A-OW,26.115,78.011389
2009-03-01,4.6,SGWL047A-OW,26.115,78.011389
2009-04-01,3.6,SGWL047A-OW,26.115,78.011389
2009-05-01,6.2,SGWL047A-OW,26.115,78.011389
2009-06-01,51.8,SGWL047A-OW,26.115,78.011389
2009-07-01,196.7,SGWL047A-OW,26.115,78.011389
2009-08-01,251.5,SGWL047A-OW,26.115,78.011389
2009-09-01,111.3,SGWL047A-OW,26.115,78.011389
2009-10-01,79.8,SGWL047A-OW,26.115,78.011389
2009-11-01,66.4,SGWL047A-OW,26.115,78.011389
2009-12-01,13.799999999999999,SGWL047A-OW,26.115,78.011389
2010-01-01,5.2,SGWL047A-OW,26.115,78.011389
2010-02-01,11.5,SGWL047A-OW,26.115,78.011389
2010-03-01,0.0,SGWL047A-OW,26.115,78.011389
2010-04-01,0.0,SGWL047A-OW,26.115,78.011389
2010-05-01,2.8,SGWL047A-OW,26.115,78.011389
2010-06-01,6.5,SGWL047A-OW,26.115,78.011389
