Well No,Well Type,District,Tahsil / Taluk,Block / Mandal,Village,Northing,Easting,Elevation of Ground Level,Aquifer Zone,Command Area,Coord Validated,geology_type,aquifer_classification
BPL040-OW,Observation Well,Unknown,Berasia,Berasia,Imliya swroop,23.640556,77.401111,469.345,,,False,Basalt,Weathered
BPL041A-OW,Observation Well,Unknown,Berasia,Berasia,Semri Kala,23.531111,77.410556,480.0,,,False,Basalt,Weathered
BPL042-OW,Observation Well,Unknown,Hujur,Fanda,Phanda,23.227778,77.216667,513.785,,,False,Basalt,Weathered
BPL043-OW,Observation Well,Unknown,Hujur,Fanda,Bhainsa khedi,23.25,77.318056,507.9,,,False,Basalt,Weathered
BPL044-OW,Observation Well,Unknown,Hujur,Fanda,Shahpura,23.41,77.349444,493.0,,,False,Basalt,Weathered
BPL045A-OW2016,Observation Well,Unknown,Hujur,Fanda,Akbarpur,23.172778,77.414444,516.0,,,False,Basalt,Weathered
BPL046A-OW2016,Observation Well,Unknown,Berasia,Berasia,Imaliya Barru,23.619722,77.495278,463.0,,,False,Basalt,Weathered
BPL047A-OW2016,Observation Well,Unknown,Berasia,Berasia,Dhamarra,23.541111,77.359722,495.0,,,False,Basalt,Weathered
BPL048A-OW2016,Observation Well,Unknown,Berasia,Berasia,Bankhedi ( Bhonrasa),23.469444,77.468333,497.0,,,False,Basalt,Weathered
BPL049-OW,Observation Well,Unknown,Berasia,Berasia,Habibganj,23.6575,77.381389,468.16,,,False,Basalt,Weathered
BPL050-OW,Observation Well,Unknown,Berasia,Berasia,Nalkheda,23.593056,77.387222,478.795,,,False,Basalt,Weathered
BPL051-OW,Observation Well,Unknown,Hujur,Fanda,Nipanniya,23.409722,77.398889,480.71,,,False,Basalt,Weathered
BPL052A-OW,Observation Well,Unknown,Hujur,Fanda,Arwaliya,23.341667,77.394444,494.0,,,False,Basalt,Weathered
BPL053A-OW,Observation Well,Unknown,Hujur,Fanda,Lambakheda,23.325833,77.403056,491.0,,,False,Basalt,Weathered
BPL054-OW,Observation Well,Unknown,Hujur,Fanda,Nabi bag,23.311389,77.407222,492.34,,,False,Basalt,Weathered
BPL055-OW2016,Observation Well,Unknown,Berasia,Berasia,Karhod,23.299722,77.409167,498.0,,,False,Basalt,Weathered
BPL056A-OW2016,Observation Well,Unknown,Berasia,Berasia,Chandbad,23.269722,77.42,498.0,,,False,Basalt,Weathered
BPL057A-OW2016,Observation Well,Unknown,Berasia,Berasia,Teela Jamalpura,23.266667,77.4,493.0,,,False,Vindhyan,Weathered
BPL058A-OW,Observation Well,Unknown,Hujur,Fanda,Balampur,23.396389,77.531944,510.0,,,False,Basalt,Weathered
BPL059-OW,Observation Well,Unknown,Hujur,Fanda,Rasla khedi,23.316944,77.441944,484.0,,,False,Basalt,Weathered
BPL060-OW,Observation Well,Unknown,Hujur,Fanda,Sukhi savenia,23.353333,77.482222,504.5,,,False,Vindhyan,Weathered
BPL061-OW,Observation Well,Unknown,Hujur,Fanda,Piplani market,23.245556,77.4725,511.0,,,False,Vindhyan,Weathered
BPL062A-OW,Observation Well,Unknown,Hujur,Fanda,Koluwa,23.248611,77.553056,452.0,,,False,Basalt,Weathered
BPL063-OW,Observation Well,Unknown,Hujur,Fanda,Bilkheria,23.258056,77.582778,445.0,,,False,Vindhyan,Weathered
BPL064A-OW2016,Observation Well,Unknown,Berasia,Berasia,Bhenropur,23.151111,77.480556,456.0,,,False,Basalt,Weathered
BPL065A-OW,Observation Well,Unknown,Hujur,Fanda,Bangrasiya,23.135556,77.533056,450.0,,,False,Basalt,Weathered
BPL066A-OW2016,Observation Well,Unknown,Berasia,Berasia,Kotra Sultanabad,23.222222,77.395833,513.0,,,False,Basalt,Unknown
BPL067A-OW,Observation Well,Unknown,Hujur,Fanda,Neelbad,23.193056,77.343333,542.0,,,False,Basalt,Weathered
BPL068A-OW,Observation Well,Unknown,Hujur,Fanda,Badzhini,23.133056,77.277222,515.0,,,False,Basalt,Weathered
BPL069A-OW2016,Observation Well,Unknown,Berasia,Berasia,Kulukhedi,23.86,77.331111,509.0,,,False,Basalt,Unknown
BPL070-OW,Observation Well,Unknown,Hujur,Fanda,Bairagarh,23.282778,77.323611,506.71,,,False,Basalt,Weathered
BPL071A-OW2016,Observation Well,Unknown,Berasia,Berasia,Saingarcholi,23.284722,77.361944,597.0,,,False,Basalt,Weathered
BPL072-OW,Observation Well,Unknown,Hujur,Fanda,Khoa-fiza (khanugaon),23.26,77.367778,560.0,,,False,Vindhyan,Weathered
BPL073-OW,Observation Well,Unknown,Hujur,Fanda,Dharampuri,23.236944,77.376667,520.0,,,False,Basalt,Weathered
BPL074A-OW2016,Observation Well,Unknown,Hujur,Fanda,Jhangirabad,23.191944,77.351111,479.0,,,False,Vindhyan,Weathered
BPL075A-OW2016,Observation Well,Unknown,Berasia,Berasia,Chhola,23.281111,77.414722,495.0,,,False,Basalt,Weathered
BPL076A-OW,Observation Well,Unknown,Hujur,Fanda,Choona bhatti,23.201944,77.413611,527.0,,,False,Basalt,Weathered
BPL077-OW,Observation Well,Unknown,Hujur,Fanda,Shahpura,23.213333,77.434722,497.0,,,False,Basalt,Weathered
BPL078-OW,Observation Well,Unknown,Hujur,Fanda,Narela sankari,23.265833,77.466944,461.0,,,False,Basalt,Weathered
BPL079A-OW2016,Observation Well,Unknown,Berasia,Berasia,Patalpur,23.645833,77.448611,459.0,,,False,Basalt,Unknown
BPL080-OW,Observation Well,Unknown,Berasia,Berasia,Mankhayai,23.641944,77.481389,446.0,,,False,Basalt,Weathered
BPL081-OW,Observation Well,Unknown,Berasia,Berasia,Tekan kheda,23.616111,77.425,476.825,,,False,Basalt,Weathered
BPL082A-OW2016,Observation Well,Unknown,Berasia,Berasia,Khajuriya Ramdas,23.608056,77.411944,484.0,,,False,Basalt,Weathered
BPL083A-OW,Observation Well,Unknown,Berasia,Berasia,Basai,23.623889,77.448889,483.0,,,False,Basalt,Weathered
BPL084-OW,Observation Well,Unknown,Berasia,Berasia,Garetiya dangi,23.569444,77.431667,484.315,,,False,Basalt,Weathered
BPL085-OW,Observation Well,Unknown,Berasia,Berasia,Tarawali kala,23.567778,77.39,481.96,,,False,Basalt,Weathered
BPL086A-OW2016,Observation Well,Unknown,Berasia,Berasia,Tanda,23.541667,77.388611,489.0,,,False,Basalt,Weathered
BPL087-OW,Observation Well,Unknown,Berasia,Berasia,Mudiya kheda,23.443056,77.383333,484.23,,,False,Basalt,Weathered
BPL088-OW,Observation Well,Unknown,Berasia,Berasia,Pardhi,23.489167,77.421667,471.74,,,False,Basalt,Weathered
BPL089A-OW2016,Observation Well,Unknown,Berasia,Berasia,Rasuli Dillod,23.496667,77.393333,481.0,,,False,Basalt,Weathered
BPL090A-OW,Observation Well,Unknown,Berasia,Berasia,Bhojapura,23.663333,77.335278,500.0,,,False,Basalt,Weathered
BPL091A-OW2016,Observation Well,Unknown,Berasia,Berasia,Bagraj,23.515,77.453333,461.0,,,False,Basalt,Weathered
BPL092A-OW2016,Observation Well,Unknown,Berasia,Berasia,Neemkhedi,23.744722,77.25,442.0,,,False,Basalt,Weathered
BPL093-OW,Observation Well,Unknown,Berasia,Berasia,Bhairawal,23.764167,77.25,445.0,,,False,Basalt,Weathered
BPL094-OW,Observation Well,Unknown,Berasia,Berasia,Sunga,23.715833,77.278889,498.215,,,False,Basalt,Weathered
BPL095A-OW,Observation Well,Unknown,Berasia,Berasia,Badlee,23.700833,77.282222,471.0,,,False,Basalt,Weathered
BPL096A-OW2016,Observation Well,Unknown,Berasia,Berasia,Berkhedikalan,23.443611,77.418889,504.0,,,False,Basalt,Weathered
BPL097A-OW2016,Observation Well,Unknown,Berasia,Berasia,Sagoni Jora,23.466111,77.430833,479.0,,,False,Basalt,Weathered
BPL098-OW,Observation Well,Unknown,Berasia,Berasia,Narela bazayaft,23.5975,77.428611,479.745,,,False,Basalt,Weathered
BPL099-OW2016,Observation Well,Unknown,Berasia,Berasia,Berkhedi Bhoji,23.651667,77.429167,469.0,,,False,Basalt,Weathered
BPL100-OW,Observation Well,Unknown,Berasia,Berasia,Ibrahimpura,23.631667,77.420556,474.0,,,False,Basalt,Weathered
BPL-PZ-01,Piezometer,Unknown,Hujur,Fanda,Nishatpura,23.287222,77.4,491.73,,,False,Vindhyan,Weathered
BPL-PZ-02,Piezometer,Unknown,Hujur,Fanda,Walmi,23.247222,77.4,483.6,,,False,Basalt,Weathered
BPL-PZ-03,Piezometer,Unknown,Hujur,Fanda,Bairagarh,23.280556,77.333333,507.44,,,False,Basalt,Weathered
BPL-PZ-04,Piezometer,Unknown,Hujur,Fanda,Khajoori Sadak,23.240278,77.251944,510.57,,,False,Basalt,Weathered
BPL-PZ-05,Piezometer,Unknown,Hujur,Fanda,Parwalia Sadak,23.327778,77.271667,477.3,,,False,Basalt,Weathered
BPL-PZ-06,Piezometer,Unknown,Hujur,Fanda,Intkhedi,23.365833,77.396944,479.9,,,False,Basalt,Weathered
BPL-PZ-07,Piezometer,Unknown,Barasia,Barasia,Najeerabad,23.798333,77.250278,428.68,,,False,Basalt,Weathered
BPL-PZ-08,Piezometer,Unknown,Barasia,Barasia,Barasia,23.637778,77.433611,464.52,,,False,Basalt,Weathered
BPL-PZ-09,Piezometer,Unknown,Hujur,Fanda,Bagmugaliya (univercity),23.192778,77.4725,478.96,,,False,Basalt,Weathered
BPL-PZ-10,Piezometer,Unknown,Hujur,Fanda,Bilkhiriya,23.258056,77.582778,420.0,,,False,Vindhyan,Weathered
BPL-PZ-11,Piezometer,Unknown,Hujur,Fanda,Balampur,23.396389,77.365278,462.36,,,False,Basalt,Weathered
BPL-PZ-12,Piezometer,Unknown,Hujur,Fanda,Gitanjali Girls Collage,23.25,77.433333,492.55,,,False,Vindhyan,Weathered
CHHAT001-OW,Observation Well,Chhatarpur,Badamalhara,Badamalahra,Manwara[chanpura],25.3875,80.208333,140.5,,,False,Granite,Unknown
CHHAT001-PZ,Piezometer,Chhatarpur,Bijawar,Bakswaha,Buxwasha,24.257222,79.305833,263.81,,,False,Basalt,Weathered
CHHAT002-OW,Observation Well,Chhatarpur,Nowgaon,Nowgaon,Harpalpur,25.233333,79.266667,214.61,,,False,Granite,Unknown
CHHAT002-PZ,Piezometer,Chhatarpur,Bijawar,Badamlahra,Moli R House,24.5425,79.297778,328.34,,,False,Vindhyan,Weathered
CHHAT003-OW,Observation Well,Chhatarpur,Gaurihar,Gaurihar,Dhawari,25.252222,80.067778,188.36,,,False,Granite,Unknown
CHHAT003-PZ,Piezometer,Chhatarpur,Bijawar,Bijawar,Bijawar,24.620556,79.494167,346.26,,,False,Granite,Fractured
CHHAT004-OW,Observation Well,Chhatarpur,Gaurihar,Gaurihar,Gaurihar,25.277222,80.195556,209.72,,,False,Granite,Unknown
CHHAT004-PZ,Piezometer,Chhatarpur,Bijawar,Bijawar,Deora,24.581667,79.656389,263.81,,,False,Granite,Fractured
CHHAT005-OW,Observation Well,Chhatarpur,Loundi,Loundi,Chitahri,25.232778,79.904444,204.4,,,False,Unknown,Unknown
CHHAT005-PZ,Piezometer,Chhatarpur,Nowgong,Nowgong,Garhimalhera,25.050833,79.696944,265.0,,,False,Granite,Fractured
CHHAT006-OW,Observation Well,Chhatarpur,Loundi,Loundi,Bamhori purwa,25.193889,80.053889,172.72,,,False,Granite,Weathered
CHHAT006-PZ,Piezometer,Chhatarpur,Nowgong,Nowgong,Harpalpur,25.283611,79.334722,214.61,,,False,Granite,Fractured
CHHAT007-OW,Observation Well,Chhatarpur,Loundi,Loundi,Bahadurpur,25.2025,80.242222,137.75,,,False,Granite,Weathered
CHHAT007-PZ,Piezometer,Chhatarpur,Rajnagar,Rajnagar,Khajuraho,24.846667,79.941667,214.4,,,False,Granite,Weathered
CHHAT008-OW,Observation Well,Chhatarpur,Loundi,Loundi,Padariya,25.233333,80.293611,134.5,,,False,Granite,Weathered
CHHAT.008-PZ,Piezometer,Chhatarpur,Chhatarpur,Chhatarpur,Chhatarpur,24.909167,79.596944,299.67,,,False,Granite,Unknown
CHHAT010-OW,Observation Well,Chhatarpur,Nowgaon,Nowgaon,Alipura,25.174444,79.339167,221.29,,,False,Granite,Unknown
CHHAT011-OW,Observation Well,Chhatarpur,Nowgaon,Nowgaon,Lugasi,25.067222,79.564722,265.8,,,False,Granite,Weathered
CHHAT012-OW,Observation Well,Chhatarpur,Loundi,Loundi,Tahanga,25.113333,79.923889,213.5,,,False,Granite,Unknown
CHHAT013-OW,Observation Well,Chhatarpur,Loundi,Loundi,Loundi,25.140556,80.004722,198.176,,,False,Granite,Unknown
CHHAT014-OW,Observation Well,Chhatarpur,Nowgaon,Nowgaon,Nowgong,25.047222,79.445556,246.14,,,False,Granite,Weathered
CHHAT015-OW,Observation Well,Chhatarpur,Nowgaon,Nowgaon,Maharajpur,24.994444,79.721111,262.62,,,False,Granite,Weathered
CHHAT016-OW,Observation Well,Chhatarpur,Nowgaon,Nowgaon,Tatam,25.041667,79.858889,228.78,,,False,Granite,Unknown
CHHAT017-OW,Observation Well,Chhatarpur,Nowgaon,Nowgaon,Chandla,25.073611,80.188333,121.78,,,False,Granite,Unknown
CHHAT018-OW,Observation Well,Chhatarpur,Nowgaon,Nowgaon,Mau- sahania,25.018056,79.480833,394.44,,,False,Granite,Unknown
CHHAT019-OW,Observation Well,Chhatarpur,Chhatarpur,Chhatarpur,Chhatarpur,24.909167,79.596944,299.67,,,False,Granite,Weathered
CHHAT020-OW,Observation Well,Chhatarpur,Chhatarpur,Chhatarpur,Gopalpura,24.924722,79.696111,259.42,,,False,Granite,Unknown
CHHAT021-OW,Observation Well,Chhatarpur,Nowgaon,Nowgaon,Dumra,25.051667,79.913889,214.65,,,False,Granite,Weathered
CHHAT022-OW,Observation Well,Chhatarpur,Loundi,Loundi,Bachhon,24.988889,80.099167,180.32,,,False,Granite,Unknown
CHHAT023-OW,Observation Well,Chhatarpur,Chhatarpur,Chhatarpur,Issanagar,24.8625,79.387778,250.08,,,False,Granite,Unknown
CHHAT024-OW,Observation Well,Chhatarpur,Chhatarpur,Chhatarpur,Guraiya,24.846944,79.590833,306.61,,,False,Granite,Unknown
CHHAT025-OW,Observation Well,Chhatarpur,Rajnagar,Rajnagar,Rajnagar,24.884167,79.911389,219.19,,,False,Granite,Unknown
CHHAT026-OW,Observation Well,Chhatarpur,Rajnagar,Rajnagar,Khajuraho,24.846667,79.941667,214.4,,,False,Granite,Unknown
CHHAT027-OW,Observation Well,Chhatarpur,Bijawar,Bijawar,Angour,24.737222,79.417778,320.32,,,False,Granite,Weathered
CHHAT028-OW,Observation Well,Chhatarpur,Chhatarpur,Chhatarpur,Mataguwan,24.802222,79.495833,308.37,,,False,Granite,Unknown
CHHAT029-OW,Observation Well,Chhatarpur,Rajnagar,Rajnagar,Basari,24.820278,79.714444,275.43,,,False,Granite,Unknown
CHHAT030-OW,Observation Well,Chhatarpur,Rajnagar,Rajnagar,Bamitha,24.781111,79.880556,204.4,,,False,Granite,Unknown
CHHAT032-OW,Observation Well,Chhatarpur,Rajnagar,Rajnagar,Gulgang,24.704722,79.370833,309.85,,,False,Granite,Unknown
CHHAT033A-OW,Observation Well,Chhatarpur,Bijawar,Bijawar,Panagar,24.706944,79.474444,362.0,,,False,Granite,Unknown
CHHAT034-OW,Observation Well,Chhatarpur,Rajnagar,Rajnagar,Rangawan,24.794722,79.419444,228.9,,,False,Granite,Weathered
CHHAT035-OW,Observation Well,Chhatarpur,Chhatarpur,Chhatarpur,Chauka,24.8325,79.501944,309.37,,,False,Granite,Unknown
CHHAT036-OW,Observation Well,Chhatarpur,Bijawar,Bijawar,Bandha,24.5475,79.102778,292.82,,,False,Granite,Unknown
CHHAT037-OW,Observation Well,Chhatarpur,Bijawar,Bijawar,Bijawar,24.620556,79.494167,346.26,,,False,Granite,Unknown
CHHAT038-OW,Observation Well,Chhatarpur,Bijawar,Bijawar,Lahar,24.604167,79.610833,320.55,,,False,Vindhyan,Weathered
CHHAT039-OW,Observation Well,Chhatarpur,Badamalahra,Badamalahra,Sendhpa,24.529167,79.248889,321.55,,,False,Granite,Unknown
CHHAT040-OW,Observation Well,Chhatarpur,Badamalahra,Badamalahra,Mauli,24.5425,79.297778,328.34,,,False,Granite,Weathered
CHHAT041-OW,Observation Well,Chhatarpur,Bijawar,Bijawar,Satai,24.718889,79.640833,321.11,,,False,Granite,Unknown
CHHAT042-OW,Observation Well,Chhatarpur,Bijawar,Bijawar,Deora,24.581667,79.656389,220.7,,,False,Vindhyan,Unknown
CHHAT043-OW,Observation Well,Chhatarpur,Gaurihar,Buxwaha,Sadwa,24.473889,79.265833,343.66,,,False,Vindhyan,Unknown
CHHAT044-OW,Observation Well,Chhatarpur,Gaurihar,Buxwaha,Dargawan,24.427778,79.276944,355.05,,,False,Granite,Weathered
CHHAT045-OW,Observation Well,Chhatarpur,Bijawar,Bijawar,Kishangrah,24.681944,79.456667,423.61,,,False,Vindhyan,Unknown
CHHAT046-OW,Observation Well,Chhatarpur,Gaurihar,Buxwaha,Bajna,24.430833,79.359167,366.16,,,False,Vindhyan,Unknown
CHHAT047-OW,Observation Well,Chhatarpur,Gaurihar,Buxwaha,Gadohi,24.301389,79.216111,459.45,,,False,Vindhyan,Unknown
CHHAT048-OW,Observation Well,Chhatarpur,Gaurihar,Buxwaha,Bamori,24.212778,79.173611,485.35,,,False,Vindhyan,Unknown
CHHAT049-OW,Observation Well,Chhatarpur,Gaurihar,Buxwaha,Buxwaha,24.257222,79.305833,501.5,,,False,Vindhyan,Weathered
CHHAT050-OW,Observation Well,Chhatarpur,Gaurihar,Buxwaha,Jujharpura,24.223889,79.311389,507.33,,,False,Vindhyan,Unknown
CHHAT051-OW,Observation Well,Chhatarpur,Chhatarpur,Chhatarpur,Khearon,24.790556,79.459167,309.15,,,False,Granite,Unknown
CHHAT052-OW,Observation Well,Chhatarpur,Chhatarpur,Chhatarpur,Piporakala,24.856111,79.4875,280.6,,,False,Granite,Unknown
CHHAT053-OW,Observation Well,Chhatarpur,Chhatarpur,Chhatarpur,Panotha,24.883333,79.473056,290.5,,,False,Granite,Unknown
CHHAT054-OW,Observation Well,Chhatarpur,Chhatarpur,Chhatarpur,Ramgrah,24.834167,79.603611,305.45,,,False,Granite,Unknown
CHHAT055-OW,Observation Well,Chhatarpur,Chhatarpur,Chhatarpur,Hama,24.963889,79.608889,279.17,,,False,Granite,Unknown
CHHAT056-OW,Observation Well,Chhatarpur,Chhatarpur,Chhatarpur,Deari,24.907778,79.52,301.6,,,False,Granite,Unknown
CHHAT057-OW,Observation Well,Chhatarpur,Chhatarpur,Chhatarpur,Brijpura,24.852778,79.658333,308.7,,,False,Granite,Unknown
CHHAT058-OW,Observation Well,Chhatarpur,Rajnagar,Rajnagar,Ganj,24.794167,79.778889,216.75,,,False,Granite,Unknown
CHHAT059-OW,Observation Well,Chhatarpur,Rajnagar,Rajnagar,Nayagawan,24.813333,79.833056,255.7,,,False,Granite,Weathered
CHHAT060-OW,Observation Well,Chhatarpur,Rajnagar,Rajnagar,Kheari,24.771667,79.826389,261.3,,,False,Granite,Weathered
CHHAT061-OW,Observation Well,Chhatarpur,Rajnagar,Rajnagar,Chandnagar,24.745833,79.948333,210.5,,,False,Granite,Weathered
CHHAT062-OW,Observation Well,Chhatarpur,Rajnagar,Rajnagar,Bhiyiatal,24.779167,79.963333,216.7,,,False,Granite,Weathered
CHHAT063-OW,Observation Well,Chhatarpur,Rajnagar,Rajnagar,Pira,24.773056,79.91,240.3,,,False,Granite,Weathered
CHHAT064-OW,Observation Well,Chhatarpur,Rajnagar,Rajnagar,Tikuri,24.8,79.93,243.3,,,False,Granite,Unknown
CHHAT065-OW,Observation Well,Chhatarpur,Rajnagar,Rajnagar,Khajuwa,24.927222,79.921944,194.3,,,False,Granite,Weathered
CHHAT066-OW,Observation Well,Chhatarpur,Rajnagar,Rajnagar,Daharra,24.972778,79.908889,204.35,,,False,Granite,Weathered
CHHAT067-OW,Observation Well,Chhatarpur,Rajnagar,Rajnagar,Maniya,25.018611,79.899167,217.8,,,False,Granite,Weathered
CHHAT068-OW,Observation Well,Chhatarpur,Loundi,Loundi,Bagmau,25.093889,79.972778,213.05,,,False,Granite,Weathered
CHHAT069-OW,Observation Well,Chhatarpur,Loundi,Loundi,Girdhari,25.103889,79.941944,205.8,,,False,Granite,Weathered
CHHAT070-OW,Observation Well,Chhatarpur,Nowgaon,Nowgaon,Singhpur,25.093611,79.9025,227.5,,,False,Granite,Unknown
CHHAT071-OW,Observation Well,Chhatarpur,Loundi,Loundi,Ragoli,25.133056,79.879167,213.6,,,False,Granite,Weathered
CHHAT072-OW,Observation Well,Chhatarpur,Nowgaon,Nowgaon,Didawara,25.244444,79.963889,203.8,,,False,Granite,Weathered
CHHAT073-OW,Observation Well,Chhatarpur,Nowgaon,Nowgaon,Joraha,25.21,79.981944,175.8,,,False,Granite,Weathered
CHHAT074-OW,Observation Well,Chhatarpur,Nowgaon,Nowgaon,Hardwar,25.167222,79.999444,203.1,,,False,Granite,Weathered
CHHAT075-OW,Observation Well,Chhatarpur,Loundi,Loundi,Barigrah,25.226111,80.046667,190.5,,,False,Granite,Weathered
CHHAT076-OW,Observation Well,Chhatarpur,Gaurihar,Gaurihar,Sunwaha,24.240556,79.205833,522.68,,,False,Granite,Weathered
CHHAT077-OW,Observation Well,Chhatarpur,Gaurihar,Gaurihar,Madh deora,24.350556,79.176667,460.7,,,False,Granite,Weathered
CHHAT078-OW,Observation Well,Chhatarpur,Gaurihar,Buxwaha,Bamnorakala,24.436111,79.105278,312.8,,,False,Granite,Unknown
CHHAT079-OW,Observation Well,Chhatarpur,Badamalahra,Badamalahra,Ghuwara,24.505833,79.085278,328.3,,,False,Granite,Unknown
CHHAT080-OW,Observation Well,Chhatarpur,Badamalahra,Badamalahra,Blagwan/bhangawan,24.558889,79.168611,326.4,,,False,Granite,Weathered
CHHAT081-OW,Observation Well,Chhatarpur,Badamalahra,Badamalahra,Ramtoriya,24.413333,79.022778,364.1,,,False,Granite,Weathered
CHHAT082-OW,Observation Well,Chhatarpur,Badamalahra,Badamalahra,Mankari,24.599167,79.377222,323.7,,,False,Granite,Weathered
CHHAT083A-OW,Observation Well,Chhatarpur,Bijawar,Bijawar,Ranital,24.549167,79.418333,362.0,,,False,Granite,Weathered
CHHAT084-OW,Observation Well,Chhatarpur,Badamalahra,Badamalahra,Barethi,24.595556,79.218611,323.6,,,False,Granite,Weathered
CHHAT085-OW,Observation Well,Chhatarpur,Bijawar,Bijawar,Bharatpura,24.660556,79.445,345.8,,,False,Granite,Weathered
CHHAT086-OW,Observation Well,Chhatarpur,Bijawar,Bijawar,Raipura,24.479444,79.708611,342.92,,,False,Granite,Weathered
CHHAT087-OW,Observation Well,Chhatarpur,Bijawar,Bijawar,Kupi,24.529167,79.665556,288.9,,,False,Granite,Weathered
CHHAT089-OW,Observation Well,Chhatarpur,Bijawar,Bijawar,Jaitpura,24.393889,79.853056,321.9,,,False,Granite,Weathered
CHHAT090-OW,Observation Well,Chhatarpur,Bijawar,Bijawar,Lakhangown,24.747222,79.518611,339.9,,,False,Granite,Weathered
CHHAT091-OW,Observation Well,Chhatarpur,Bijawar,Bijawar,Ragoli,24.635556,79.69,347.3,,,False,Granite,Weathered
CHHAT092-OW,Observation Well,Chhatarpur,Bijawar,Bijawar,Amronia,25.09,79.3575,309.6,,,False,Granite,Unknown
CHHAT093-OW,Observation Well,Chhatarpur,Nowgaon,Nowgaon,Garoli,25.074444,79.459444,244.2,,,False,Granite,Unknown
CHHAT094-OW,Observation Well,Chhatarpur,Nowgaon,Nowgaon,Negown,25.298611,79.296111,240.3,,,False,Granite,Weathered
CHHAT095-OW,Observation Well,Chhatarpur,Nowgaon,Nowgaon,Sarsed,25.1,79.402778,205.4,,,False,Granite,Unknown
CHHAT096-OW,Observation Well,Chhatarpur,Nowgaon,Nowgaon,Doria,25.115833,79.568333,245.3,,,False,Granite,Unknown
CHHAT097-OW,Observation Well,Chhatarpur,Nowgaon,Nowgaon,Jhijhan,25.050833,79.696944,257.3,,,False,Granite,Unknown
CHHAT098-OW,Observation Well,Chhatarpur,Nowgaon,Nowgaon,Gadimalehra,25.097778,79.678611,265.0,,,False,Granite,Unknown
CHHAT099-OW,Observation Well,Chhatarpur,Nowgaon,Nowgaon,Kurraha,25.183611,80.286944,247.85,,,False,Granite,Unknown
CHHAT09-OW,Observation Well,Chhatarpur,Gaurihar,Buxwaha,Sarwai,24.703333,79.549444,142.0,,,False,Granite,Unknown
CHHAT100-OW,Observation Well,Chhatarpur,Nowgaon,Nowgaon,Mankari,25.025833,79.791944,245.8,,,False,Granite,Unknown
CHHAT101-OW,Observation Well,Chhatarpur,Chhatarpur,Chhatarpur,Niwari,24.9875,79.656389,278.48,,,False,Granite,Weathered
CHHATO31-OW,Observation Well,Chhatarpur,Rajnagar,Rajnagar,Toriya,24.740556,79.994722,213.66,,,False,Granite,Weathered
PANNA001A-OW,Observation Well,Panna,Ajaygarh,Ajaygarh,Khora-sarvansi,25.018889,80.426111,157.0,,,False,Unknown,Unknown
PANNA002A-OW,Observation Well,Panna,Ajaygarh,Ajaygarh,Shahpura,24.951944,80.33,167.0,,,False,Unknown,Unknown
PANNA003-OW,Observation Well,Panna,Ajaygarh,Ajaygarh,Harseni,24.975278,80.276389,165.06,,,False,Unknown,Unknown
PANNA004-OW,Observation Well,Panna,Ajaygarh,Ajaygarh,Nayagaon,24.960556,80.382778,157.88,,,False,Unknown,Unknown
PANNA005-OW,Observation Well,Panna,Ajaygarh,Ajaygarh,Dharmpur,24.9725,80.431944,145.3,,,False,Unknown,Unknown
PANNA006A-OW,Observation Well,Panna,Gunour,Gunour,Shankargarh,24.384444,80.223333,336.0,,,False,Unknown,Unknown
PANNA007-OW,Observation Well,Panna,Ajaygarh,Ajaygarh,Singhpur,24.881389,80.295,140.4,,,False,Unknown,Unknown
PANNA008-OW,Observation Well,Panna,Panna,Panna,Ajaigarh,24.9,80.245278,152.47,,,False,Unknown,Unknown
PANNA009-OW,Observation Well,Panna,Ajaygarh,Ajaygarh,Madhoganj,24.911111,80.266111,156.3,,,False,Unknown,Unknown
PANNA010-OW,Observation Well,Panna,Panna,Panna,Hardi,24.93,80.354444,130.4,,,False,Unknown,Unknown
PANNA011-OW,Observation Well,Panna,Panna,Panna,Jaruapur,24.703611,80.125833,363.99,,,False,Unknown,Unknown
PANNA012-OW,Observation Well,Panna,Panna,Panna,Kaliyanpur,24.745556,80.244444,382.21,,,False,Unknown,Unknown
PANNA013-OW,Observation Well,Panna,Panna,Panna,Udaki,24.764444,80.316944,356.67,,,False,Unknown,Unknown
PANNA014-OW,Observation Well,Panna,Panna,Panna,Itwa Khas,24.786944,80.379444,342.0,,,False,Unknown,Unknown
PANNA015-OW,Observation Well,Panna,Panna,Panna,Brijpur,24.811667,80.439167,345.41,,,False,Unknown,Unknown
PANNA016-OW,Observation Well,Panna,Panna,Panna,Pahadi kheda,24.858889,80.523889,343.08,,,False,Unknown,Unknown
PANNA017A-OW,Observation Well,Panna,Gunour,Gunour,Jaswantpura,24.506944,80.038889,328.0,,,False,Unknown,Unknown
PANNA018-OW,Observation Well,Panna,Panna,Panna,Tara,24.522778,80.083333,324.07,,,False,Unknown,Unknown
PANNA019-OW,Observation Well,Panna,Panna,Panna,Barach,24.543333,80.173056,318.2,,,False,Unknown,Unknown
PANNA020A-OW,Observation Well,Panna,Panna,Panna,Kakrahati,24.561389,80.264167,331.0,,,False,Unknown,Unknown
PANNA021-OW,Observation Well,Panna,Panna,Panna,Devndra nagar,24.615278,80.388333,326.9,,,False,Unknown,Unknown
PANNA022A-OW,Observation Well,Panna,Panna,Panna,Jigdaha,24.591389,80.383333,346.0,,,False,Unknown,Unknown
