Well No,Well Type,District,Tahsil / Taluk,Block / Mandal,Village,Northing,Easting,Elevation of Ground Level,Aquifer Zone,Command Area,Coord Validated,geology_type,aquifer_classification
SGUN005-PZ,Piezometer,Guna,Kumbharaj,Chachoda,Khatakiya,24.339444,77.115556,409.005,,,False,Basalt,Weathered
SGUN006A-OW,Observation Well,Guna,Guna,Bamori,Patai A,24.746667,77.035,416.27,,,False,Basalt,Weathered
SGUN006-PZ,Piezometer,Guna,Kumbharaj,Chachoda,Khatakiya,24.339444,77.115556,408.99,,,False,Basalt,Weathered
SGUN007-OW,Observation Well,Guna,Guna,Bamori,Kudhka,24.875,76.970833,395.41,,,False,Basalt,Weathered
SGUN007-PZ,Piezometer,Guna,Kumbharaj,Chachoda,Khatakiya,24.339444,77.115556,409.115,,,False,Basalt,Weathered
SGUN008-OW,Observation Well,Guna,Guna,Bamori,Paranth,24.934167,77.050833,441.17,,,False,Basalt,Weathered
SGUN008-PZ,Piezometer,Guna,Chachoda,Chachoda,Chachoda,24.181667,77.0,426.6,,,False,Basalt,Weathered
SGUN009A-PZ,Piezometer,Guna,Chachoda,Chachoda,Binaganj,24.181667,77.0,427.05,,,False,Unknown,Unknown
SGUN009-OW,Observation Well,Guna,Guna,Bamori,Akoda,24.872222,77.208333,441.17,,,False,Basalt,Weathered
SGUN009-PZ,Piezometer,Guna,Chachoda,Chachoda,Chachoda,24.181667,77.0,427.05,,,False,Basalt,Weathered
SGUN010-OW,Observation Well,Guna,Guna,Bamori,Kaloni,24.82,77.119722,416.27,,,False,Basalt,Weathered
SGUN011A-OW,Observation Well,Guna,Guna,Bamori,Parwah A,24.750278,76.973333,399.7,,,False,Basalt,Weathered
SGUN012-OW,Observation Well,Guna,Guna,Bamori,Haripur,24.803056,77.091944,470.3,,,False,Basalt,Weathered
SGUN013A-OW,Observation Well,Guna,Guna,Bamori,Garha A,24.769167,77.015,466.051,,,False,Basalt,Weathered
SGUN014-OW,Observation Well,Guna,Guna,Guna,Guna,24.654167,77.318333,475.85,,,False,Basalt,Weathered
SGUN015-OW,Observation Well,Guna,Guna,Guna,Bajrang Garh,24.555,77.288889,366.25,,,False,Basalt,Weathered
SGUN016-OW,Observation Well,Guna,Guna,Guna,Bhadora,24.704722,77.394167,490.91,,,False,Basalt,Weathered
SGUN017A-OW,Observation Well,Guna,Guna,Guna,Mayanaa,24.847222,77.459722,474.85,,,False,Basalt,Weathered
SGUN018-OW,Observation Well,Guna,Guna,Guna,Pagara,24.657778,77.445,813.5,,,False,Basalt,Weathered
SGUN019-OW,Observation Well,Guna,Guna,Guna,Jalampur,24.763333,77.312778,385.95,,,False,Basalt,Weathered
SGUN020A-OW,Observation Well,Guna,Guna,Guna,Dungasra,24.711111,77.391111,463.87,,,False,Basalt,Weathered
SGUN021-OW,Observation Well,Guna,Guna,Guna,Magrana,24.680278,77.504167,474.08,,,False,Basalt,Weathered
SGUN022-OW,Observation Well,Guna,Guna,Guna,Hilagna,24.616667,77.275,499.3,,,False,Basalt,Weathered
SGUN023-OW,Observation Well,Guna,Guna,Guna,Mawan,24.642778,77.425278,507.28,,,False,Basalt,Weathered
SGUN024-OW,Observation Well,Guna,Guna,Guna,Barkheda Gird,24.5625,77.4,510.89,,,False,Basalt,Weathered
SGUN025-OW,Observation Well,Guna,Guna,Guna,Chhipon,24.511111,77.344444,500.91,,,False,Basalt,Weathered
SGUN026-OW,Observation Well,Guna,Raghogarh,Raghogarh,Ruthiyi,24.498333,77.12,412.73,,,False,Basalt,Weathered
SGUN027-OW,Observation Well,Guna,Raghogarh,Raghogarh,Raghogarh,24.440833,77.170833,420.35,,,False,Basalt,Weathered
SGUN028-OW,Observation Well,Guna,Raghogarh,Raghogarh,Barkheda,24.293056,77.151389,402.86,,,False,Basalt,Weathered
SGUN029-OW,Observation Well,Guna,Raghogarh,Raghogarh,Jamner,24.179722,77.216667,425.86,,,False,Basalt,Weathered
SGUN030-OW,Observation Well,Guna,Raghogarh,Raghogarh,Maksoodangarh,24.062778,77.25,434.87,,,False,Basalt,Weathered
SGUN031-OW,Observation Well,Guna,Raghogarh,Raghogarh,Dharnaoda,24.526111,77.063889,390.96,,,False,Basalt,Weathered
SGUN032-OW,Observation Well,Guna,Raghogarh,Raghogarh,Dorana,24.475,77.1875,425.46,,,False,Basalt,Weathered
SGUN033-OW,Observation Well,Guna,Raghogarh,Raghogarh,Ramnagar,24.404722,77.195278,422.31,,,False,Basalt,Weathered
SGUN034-OW,Observation Well,Guna,Raghogarh,Raghogarh,Janjali,24.370833,77.120833,406.05,,,False,Basalt,Weathered
SGUN035-OW,Observation Well,Guna,Raghogarh,Raghogarh,Todra,24.230556,77.1875,430.83,,,False,Basalt,Weathered
SGUN036-OW,Observation Well,Guna,Raghogarh,Raghogarh,Dongar Motipur,24.133333,77.241667,423.51,,,False,Unknown,Unknown
SGUN037-OW,Observation Well,Guna,Raghogarh,Raghogarh,Barod,23.986111,77.254444,442.63,,,False,Basalt,Weathered
SGUN038-OW,Observation Well,Guna,Raghogarh,Raghogarh,Ukawad,23.935278,77.29,444.34,,,False,Basalt,Weathered
SGUN039-OW,Observation Well,Guna,Aron,Aron,Barkhedahat,24.456389,77.390278,517.0,,,False,Basalt,Weathered
SGUN040A-OW,Observation Well,Guna,Aron,Aron,Aron,24.382778,77.417778,517.63,,,False,Basalt,Weathered
SGUN041-OW,Observation Well,Guna,Aron,Aron,Rampur,24.346944,77.431944,500.97,,,False,Basalt,Weathered
SGUN042-OW,Observation Well,Guna,Aron,Aron,Bhador,24.49,77.433056,479.53,,,False,Basalt,Weathered
SGUN043-OW,Observation Well,Guna,Aron,Aron,Kham Kheda,24.425,77.454167,501.7,,,False,Basalt,Weathered
SGUN044-OW,Observation Well,Guna,Aron,Aron,Rijoda,24.353889,77.386667,516.32,,,False,Basalt,Weathered
SGUN045A-OW,Observation Well,Guna,Aron,Aron,Mundramata,24.275,77.441667,497.8,,,False,Basalt,Weathered
SGUN046-OW,Observation Well,Guna,Aron,Aron,Panwarihat,24.35,77.575,518.7,,,False,Basalt,Weathered
SGUN047-OW,Observation Well,Guna,Chachoda,Chachoda,Kumbhraj,24.369444,77.050556,404.02,,,False,Basalt,Weathered
SGUN048A-OW,Observation Well,Guna,Chachoda,Chachoda,Bina Ganj A,24.180556,77.027778,425.9,,,False,Basalt,Weathered
SGUN049A-OW,Observation Well,Guna,Chachoda,Chachoda,Barkheda Khurd,24.319167,77.103889,405.75,,,False,Basalt,Weathered
SGUN050-OW,Observation Well,Guna,Chachoda,Chachoda,Sanai,24.383333,76.919444,433.09,,,False,Basalt,Weathered
SGUN051-OW,Observation Well,Guna,Chachoda,Chachoda,Miragwas,24.325,76.902778,423.34,,,False,Basalt,Weathered
SGUN052-OW,Observation Well,Guna,Chachoda,Chachoda,Batawada,24.283333,76.904167,429.31,,,False,Basalt,Weathered
SGUN053A-OW,Observation Well,Guna,Chachoda,Chachoda,Baroda (a),24.416667,76.983333,426.84,,,False,Basalt,Weathered
SGUN054-OW,Observation Well,Guna,Chachoda,Chachoda,Ramdi,24.241667,77.05,424.33,,,False,Basalt,Weathered
SGUN055-OW,Observation Well,Guna,Chachoda,Chachoda,Cachoda,24.175,77.0,426.605,,,False,Basalt,Weathered
SGUN056-OW,Observation Well,Guna,Chachoda,Chachoda,Kirwada,24.125,77.008333,433.48,,,False,Basalt,Weathered
SGUN057-OW,Observation Well,Guna,Chachoda,Chachoda,Pakhariyapura,24.066667,76.966667,393.63,,,False,Basalt,Weathered
SGUN058-OW,Observation Well,Guna,Chachoda,Chachoda,Teligaon,24.103333,77.126389,433.04,,,False,Basalt,Weathered
SGUN059-OW2016,Observation Well,Guna,Raghogarh,Raghogarh,Bhadodi,24.400278,77.171667,413.73,,,False,Basalt,Weathered
SGUN060-OW2016,Observation Well,Guna,Raghogarh,Raghogarh,Dokamandir,23.962778,77.247778,444.5,,,False,Basalt,Weathered
SGUN061-OW2016,Observation Well,Guna,Raghogarh,Raghogarh,Bada Amliya,24.315,77.245278,430.17,,,False,Basalt,Weathered
SGUN062-OW2016,Observation Well,Guna,Raghogarh,Raghogarh,awan,24.406111,77.128889,429.15,,,False,Basalt,Weathered
SGUN063-OW2016,Observation Well,Guna,Raghogarh,Raghogarh,Govind pura,24.075556,77.271389,428.3,,,False,Basalt,Weathered
SGUN064-OW2016,Observation Well,Guna,Raghogarh,Raghogarh,pipal khedi,24.361944,77.205278,427.1,,,False,Basalt,Weathered
SGUN065-OW2016,Observation Well,Guna,Raghogarh,Raghogarh,Barsat,24.2625,77.145556,430.1,,,False,Basalt,Weathered
SGUN066-OW2016,Observation Well,Guna,Raghogarh,Raghogarh,Motipura,24.140556,77.236111,431.1,,,False,Basalt,Weathered
SGUN067-OW2016,Observation Well,Guna,Raghogarh,Raghogarh,Dongar Motipur,24.454722,77.136944,423.11,,,False,Basalt,Weathered
SGUN068-OW2016,Observation Well,Guna,Raghogarh,Raghogarh,Kadai kheda,24.108056,77.239167,425.1,,,False,Basalt,Weathered
SGUN069-OW2016,Observation Well,Guna,Raghogarh,Raghogarh,kolaras,24.091944,77.263611,424.25,,,False,Basalt,Weathered
SGUN070-OW2016,Observation Well,Guna,Raghogarh,Raghogarh,Sakatpur,24.5125,77.089722,424.3,,,False,Basalt,Weathered
SGUN071-OW2016,Observation Well,Guna,Raghogarh,Raghogarh,Balabhet,24.541667,77.120278,441.17,,,False,Basalt,Weathered
SGUN072-OW2016,Observation Well,Guna,Raghogarh,Raghogarh,Diroli,23.984444,77.240556,425.7,,,False,Basalt,Weathered
SGUN073-OW2016,Observation Well,Guna,Raghogarh,Raghogarh,Maksudangrah,24.079444,77.245556,426.17,,,False,Basalt,Weathered
SGUN074-OW2016,Observation Well,Guna,Raghogarh,Raghogarh,Torai,24.074722,77.24,424.31,,,False,Basalt,Weathered
SGUN075-OW2016,Observation Well,Guna,Raghogarh,Raghogarh,shripura,24.438889,77.176389,425.18,,,False,Basalt,Weathered
SGUN076-OW2016,Observation Well,Guna,Raghogarh,Raghogarh,Nalkheda,24.058333,77.224722,425.8,,,False,Basalt,Weathered
SGUN077-OW2016,Observation Well,Guna,Raghogarh,Raghogarh,Garkheda,24.038889,77.211944,426.2,,,False,Basalt,Weathered
SGUN078-OW2016,Observation Well,Guna,Raghogarh,Raghogarh,Agar pura,24.044444,77.185,426.4,,,False,Basalt,Weathered
SGUN079-OW2016,Observation Well,Guna,Raghogarh,Raghogarh,Udaypuri,24.528889,77.091389,421.35,,,False,Basalt,Weathered
SGUN080-OW2016,Observation Well,Guna,Raghogarh,Raghogarh,kakwasa,24.531667,77.065833,421.34,,,False,Basalt,Weathered
SGUN081-OW2016,Observation Well,Guna,Chachoda,Chachoda,Gulbada,24.431389,77.071389,425.18,,,False,Basalt,Weathered
SGUN082-OW2016,Observation Well,Guna,Chachoda,Chachoda,kaikadya kalan,24.458333,76.974722,424.2,,,False,Basalt,Weathered
SGUN083-OW2016,Observation Well,Guna,Chachoda,Chachoda,Kaikadya khurd,24.310278,76.889444,424.7,,,False,Basalt,Weathered
SGUN084-OW2016,Observation Well,Guna,Chachoda,Chachoda,Bhamabad,24.471944,77.0875,426.1,,,False,Basalt,Weathered
SGUN085-OW2016,Observation Well,Guna,Bamori,Bamori,Golakhedi,24.570833,77.1225,481.1,,,False,Basalt,Weathered
SGUN086-OW2016,Observation Well,Guna,Bamori,Bamori,Sujakhedi,24.649167,77.160833,480.15,,,False,Basalt,Weathered
SGUN087-OW2016,Observation Well,Guna,Bamori,Bamori,Barkhedi,24.605,77.166944,481.9,,,False,Basalt,Weathered
SGUN088-OW2016,Observation Well,Guna,Guna,Guna,Gajnai,24.730278,77.519444,401.2,,,False,Basalt,Weathered
SGUN089-OW2016,Observation Well,Guna,Guna,Guna,Majhola,24.09,77.296944,405.5,,,False,Basalt,Weathered
SGUN090-OW2016,Observation Well,Guna,Guna,Guna,Negma,24.715556,77.311111,406.75,,,False,Basalt,Weathered
SGUN091-OW2016,Observation Well,Guna,Guna,Guna,Siganpur,24.89,77.441111,404.15,,,False,Basalt,Weathered
SGUN092-OW2016,Observation Well,Guna,Guna,Guna,Khajuri,24.8625,77.5,395.92,,,False,Basalt,Weathered
SGUN093-OW2016,Observation Well,Guna,Guna,Guna,Makravda,24.738611,77.279444,390.95,,,False,Basalt,Weathered
SGUN094-OW2016,Observation Well,Guna,Guna,Guna,Dhananwa,24.695833,77.123889,401.75,,,False,Basalt,Weathered
SGUN095-OW2016,Observation Well,Guna,Guna,Guna,Gopalpura Taktaiya,24.583333,77.356389,397.55,,,False,Basalt,Weathered
SGUN096-OW2016,Observation Well,Guna,Guna,Guna,Puraposar,24.371111,77.296944,390.95,,,False,Basalt,Weathered
SGUN097-OW2016,Observation Well,Guna,Guna,Guna,Banskhedi,24.014167,77.136944,402.55,,,False,Basalt,Weathered
SGUN098-OW2016,Observation Well,Guna,Aron,Aron,Ramgir Khurd,24.415556,77.374167,510.7,,,False,Basalt,Weathered
SGUN099-OW2016,Observation Well,Guna,Aron,Aron,Banjarapura Lmaliya,24.360833,77.405278,512.5,,,False,Basalt,Weathered
SGUN100-OW2016,Observation Well,Guna,Aron,Aron,Manpur,24.441389,77.341111,498.2,,,False,Basalt,Weathered
SGWL001-PZ,Piezometer,Unknown,Gird (gwalior),Morar,Thatipur,26.2125,78.208333,207.11,,,False,Vindhyan,Fractured
SGWL002-PZ,Piezometer,Unknown,Gird (gwalior),Morar,Ratwai,26.241667,78.345833,184.49,,,False,Vindhyan,Weathered
SGWL003A-OW,Observation Well,Unknown,Gird (gwalior),Morar,Maharajpura,26.273333,78.220278,192.0,,,False,Vindhyan,Weathered
SGWL003-PZ,Piezometer,Unknown,Dabra,Dabra,Gijora,26.066667,78.433889,220.45,,,False,Vindhyan,Weathered
SGWL004A-OW,Observation Well,Unknown,Gird (gwalior),Morar,Sonsa,26.174722,78.271111,213.0,,,False,Vindhyan,Weathered
SGWL004-PZ,Piezometer,Unknown,Gird (gwalior),Morar,Hastinapur,26.166667,78.416667,201.535,,,False,Vindhyan,Weathered
SGWL005-PZ,Piezometer,Unknown,Gird (gwalior),Ghatigaon,Purani Chavni,26.263889,78.129167,197.38,,,False,Vindhyan,Weathered
SGWL006-PZ,Piezometer,Unknown,Dabra,Dabra,Makoda,26.033611,78.258333,242.44,,,False,Granite,Weathered
SGWL007-OW,Observation Well,Unknown,Gird (gwalior),Morar,Behat,26.170833,78.538889,207.63,,,False,Vindhyan,Weathered
SGWL007-PZ,Piezometer,Unknown,Gird (gwalior),Ghatigaon,Mohna New,25.908333,77.775,312.305,,,False,Vindhyan,Fractured
SGWL009A-OW,Observation Well,Unknown,Gird (gwalior),Morar,Sikroda,26.1175,78.215,228.0,,,False,Vindhyan,Unknown
SGWL011A-OW,Observation Well,Unknown,Dabra,Dabra,Takanpur,25.994444,78.288889,233.74,,,False,Vindhyan,Weathered
SGWL012-OW,Observation Well,Unknown,Dabra,Dabra,Samudan,25.961111,78.282222,222.015,,,False,Vindhyan,Weathered
SGWL015A-OW,Observation Well,Unknown,Dabra,Dabra,Magrora,25.839444,78.342222,189.7,,,False,Granite,Weathered
SGWL016A-OW,Observation Well,Unknown,Dabra,Dabra,Pichore,25.951667,78.383889,202.4,,,False,Granite,Weathered
SGWL017-OW,Observation Well,Unknown,Dabra,Dabra,Bhageh.,26.033333,78.433333,207.565,,,False,Granite,Weathered
SGWL018-OW,Observation Well,Unknown,Dabra,Dabra,Sukalhari,26.025,78.491667,199.98,,,False,Granite,Weathered
SGWL021-OW,Observation Well,Unknown,Bhitarwar,Bhitarwar,Kachhaaua,26.0,78.166667,340.99,,,False,Vindhyan,Weathered
SGWL022-OW,Observation Well,Unknown,Bhitarwar,Bhitarwar,Bagbai,25.825,78.15,239.95,,,False,Vindhyan,Weathered
SGWL023-OW,Observation Well,Unknown,Bhitarwar,Bhitarwar,Bhitarwar,25.791667,78.108333,237.155,,,False,Granite,Weathered
SGWL024-OW,Observation Well,Unknown,Bhitarwar,Bhitarwar,Harsi,25.761111,77.929167,254.68,,,False,Granite,Weathered
SGWL025-OW,Observation Well,Unknown,Bhitarwar,Bhitarwar,Mastura,25.8125,78.027778,242.275,,,False,Vindhyan,Weathered
SGWL026-OW,Observation Well,Unknown,Bhitarwar,Bhitarwar,Cheenor,25.933333,78.116667,237.875,,,False,Vindhyan,Weathered
SGWL027-OW,Observation Well,Unknown,Bhitarwar,Bhitarwar,Karahiya,25.891667,78.013889,259.22,,,False,Vindhyan,Weathered
SGWL028-OW,Observation Well,Unknown,Bhitarwar,Bhitarwar,Sirsula,25.918056,78.075,244.565,,,False,Vindhyan,Weathered
SGWL030A-OW,Observation Well,Unknown,Gird (gwalior),Ghatigaon,Sagartal,26.241944,78.16,204.0,,,False,Vindhyan,Weathered
SGWL031A-OW,Observation Well,Unknown,Gird (gwalior),Ghatigaon,Hazira,26.23,78.181667,201.0,,,False,Vindhyan,Weathered
SGWL032A-OW,Observation Well,Unknown,Gird (gwalior),Ghatigaon,Rudrapura,26.288889,78.150833,188.0,,,False,Vindhyan,Weathered
SGWL033A-OW,Observation Well,Unknown,Bhitarwar,Ghatigaon,Hukumgarh,25.988611,78.021944,258.0,,,False,Vindhyan,Weathered
SGWL034A-OW,Observation Well,Unknown,Gird (gwalior),Ghatigaon,Santau,26.1075,78.129444,249.0,,,False,Vindhyan,Weathered
SGWL035A-OW,Observation Well,Unknown,Gird (gwalior),Ghatigaon,Ramprasad Ka Pura,26.293611,78.079722,205.0,,,False,Vindhyan,Weathered
SGWL036A-OW,Observation Well,Unknown,Gird (gwalior),Ghatigaon,Ghatigaon,26.053333,77.939167,350.0,,,False,Vindhyan,Weathered
SGWL037-OW,Observation Well,Unknown,Gird (gwalior),Ghatigaon,Rehat,25.976389,77.833056,346.0,,,False,Vindhyan,Weathered
SGWL038-OW,Observation Well,Unknown,Gird (gwalior),Ghatigaon,Mohana,25.891667,77.769444,320.15,,,False,Vindhyan,Weathered
SGWL039-OW,Observation Well,Unknown,Gird (gwalior),Ghatigaon,Aron,25.952778,77.936111,362.06,,,False,Vindhyan,Weathered
SGWL040A-OW,Observation Well,Unknown,Gird (gwalior),Morar,Madanpura,26.299722,78.169444,182.0,,,False,Vindhyan,Weathered
SGWL041-OW,Observation Well,Unknown,Gird (gwalior),Ghatigaon,Susera,26.312222,78.159444,181.0,,,False,Vindhyan,Weathered
SGWL042-OW,Observation Well,Unknown,Gird (gwalior),Ghatigaon,Bilpura,26.291944,78.094722,191.0,,,False,Vindhyan,Weathered
SGWL043A-OW,Observation Well,Unknown,Gird (gwalior),Ghatigaon,Odpura,26.2075,78.0925,230.0,,,False,Vindhyan,Weathered
SGWL044-OW,Observation Well,Unknown,Gird (gwalior),Ghatigaon,Tigra,26.216667,78.008333,229.0,,,False,Vindhyan,Weathered
SGWL045-OW,Observation Well,Unknown,Gird (gwalior),Ghatigaon,Prathvi Ka Pura,26.249722,78.041111,214.0,,,False,Vindhyan,Weathered
SGWL046-OW,Observation Well,Unknown,Gird (gwalior),Ghatigaon,Ghosipura,26.212778,78.151389,244.0,,,False,Vindhyan,Weathered
SGWL047A-OW,Observation Well,Unknown,Gird (gwalior),Ghatigaon,Barai,26.115,78.011389,297.0,,,False,Vindhyan,Weathered
SGWL048-OW,Observation Well,Unknown,Gird (gwalior),Ghatigaon,Dhoouan,26.0625,77.916667,332.89,,,False,Vindhyan,Weathered
SGWL049-OW,Observation Well,Unknown,Gird (gwalior),Ghatigaon,Sirsa,26.028056,77.9,352.0,,,False,Vindhyan,Weathered
SGWL050A-OW,Observation Well,Unknown,Gird (gwalior),Ghatigaon,Daurar,25.950833,77.792778,339.0,,,False,Vindhyan,Weathered
SGWL051-OW,Observation Well,Unknown,Gird (gwalior),Ghatigaon,Barai ka pura,25.930556,77.788889,319.29,,,False,Vindhyan,Weathered
SGWL052-OW,Observation Well,Unknown,Gird (gwalior),Ghatigaon,Badagaon,25.907222,77.721389,318.31,,,False,Vindhyan,Weathered
SGWL053-OW,Observation Well,Unknown,Gird (gwalior),Ghatigaon,Dursendi,26.019444,77.948056,357.7,,,False,Vindhyan,Weathered
SGWL054-OW,Observation Well,Unknown,Gird (gwalior),Ghatigaon,Lawan ka pura,25.922222,77.916667,379.23,,,False,Vindhyan,Weathered
SGWL055-OW,Observation Well,Unknown,Gird (gwalior),Ghatigaon,Patai,25.891667,77.911111,377.54,,,False,Vindhyan,Unknown
SGWL056A-OW,Observation Well,Unknown,Gird (gwalior),Morar,Girgaon,26.279167,78.258333,181.0,,,False,Vindhyan,Weathered
SGWL057-OW,Observation Well,Unknown,Gird (gwalior),Morar,Berja,26.264167,78.368611,174.0,,,False,Vindhyan,Weathered
SGWL063A-OW,Observation Well,Unknown,Gird (gwalior),Morar,Lakhnoti Kala,26.141111,78.216111,216.0,,,False,Vindhyan,Weathered
SGWL064-OW,Observation Well,Unknown,Gird (gwalior),Morar,Singhpur,26.078611,78.422778,259.47,,,False,Vindhyan,Weathered
SGWL066-OW,Observation Well,Unknown,Dabra,Dabra,Gijjora,26.066667,78.466667,231.78,,,False,Vindhyan,Weathered
SGWL068-OW,Observation Well,Unknown,Dabra,Dabra,Sukhapatha,26.041111,78.374167,209.35,,,False,Vindhyan,Weathered
SGWL069-OW,Observation Well,Unknown,Dabra,Dabra,Ghoghe,26.0,78.416667,195.21,,,False,Vindhyan,Weathered
SGWL070A-OW,Observation Well,Unknown,Dabra,Dabra,Dhai Dhava,25.934722,78.358333,197.9,,,False,Vindhyan,Weathered
SGWL071-OW,Observation Well,Unknown,Dabra,Dabra,Arru,25.916667,78.3,211.16,,,False,Vindhyan,Weathered
SGWL072-OW,Observation Well,Unknown,Dabra,Dabra,Makoda,26.033333,78.258333,237.45,,,False,Vindhyan,Weathered
SGWL073-OW,Observation Well,Unknown,Dabra,Dabra,Jorasi,26.070556,78.254722,248.17,,,False,Vindhyan,Weathered
SGWL074A-OW,Observation Well,Unknown,Gird (gwalior),Morar,Adupura Jagir,26.116944,78.222778,228.0,,,False,Vindhyan,Weathered
SGWL075-OW,Observation Well,Unknown,Gird (gwalior),Morar,Sitholi,26.15,78.183333,222.54,,,False,Vindhyan,Weathered
SGWL076A-OW,Observation Well,Unknown,Gird (gwalior),Ghatigaon,Naugaon,26.143056,78.124722,243.0,,,False,Vindhyan,Weathered
SGWL078-OW,Observation Well,Unknown,Bhitarwar,Bhitarwar,Bhori,25.975,78.125,223.87,,,False,Vindhyan,Weathered
SGWL079-OW,Observation Well,Unknown,Dabra,Dabra,Rajiyar,25.888611,78.230278,225.78,,,False,Vindhyan,Weathered
SGWL082A-OW,Observation Well,Unknown,Dabra,Dabra,Masoodpur,25.8325,78.245,205.8,,,False,Vindhyan,Weathered
SGWL083-OW,Observation Well,Unknown,Dabra,Dabra,Kariawati,25.819444,78.180556,222.11,,,False,Vindhyan,Weathered
SGWL084-OW,Observation Well,Unknown,Bhitarwar,Bhitarwar,Gohinda,25.766667,78.125,240.79,,,False,Vindhyan,Weathered
SGWL085-OW,Observation Well,Unknown,Bhitarwar,Bhitarwar,Kerua,25.743611,78.111944,241.65,,,False,Vindhyan,Weathered
SGWL086-OW,Observation Well,Unknown,Bhitarwar,Bhitarwar,Silah,25.779167,78.033333,241.75,,,False,Vindhyan,Weathered
SGWL087-OW,Observation Well,Unknown,Bhitarwar,Bhitarwar,Deari Kalan,25.778611,77.995278,240.85,,,False,Vindhyan,Weathered
SGWL089-OW,Observation Well,Unknown,Gird (gwalior),Ghatigaon,Chait,25.950278,78.000556,261.0,,,False,Vindhyan,Weathered
SGWL090-OW,Observation Well,Unknown,Gird (gwalior),Ghatigaon,Dadori,25.882778,77.791667,312.0,,,False,Vindhyan,Weathered
SGWL091-OW,Observation Well,Unknown,Gird (gwalior),Ghatigaon,Chatri Mandi,26.201944,78.143889,234.0,,,False,Vindhyan,Weathered
SGWL092-OW,Observation Well,Unknown,Gird (gwalior),Morar,Nagore,26.122222,78.200833,235.0,,,False,Vindhyan,Weathered
SGWL093-OW,Observation Well,Unknown,Gird (gwalior),Morar,Bhadroli,26.293611,78.183333,188.0,,,False,Vindhyan,Weathered
SGWL094-OW,Observation Well,Unknown,Gird (gwalior),Morar,Govind Ka Pura,26.283333,78.183889,192.0,,,False,Vindhyan,Weathered
SGWL095-OW,Observation Well,Unknown,Gird (gwalior),Morar,Jamhar,26.280278,78.1725,199.0,,,False,Vindhyan,Weathered
SGWL096-OW,Observation Well,Unknown,Gird (gwalior),Morar,Sumer Ka Pura,26.173611,78.218889,211.0,,,False,Vindhyan,Weathered
SGWL097-OW,Observation Well,Unknown,Gird (gwalior),Morar,Rammua,26.163056,78.218333,206.0,,,False,Vindhyan,Weathered
SGWL098-OW,Observation Well,Unknown,Gird (gwalior),Morar,Padampur Kheria,26.250278,78.245,196.0,,,False,Vindhyan,Weathered
SGWL099-OW,Observation Well,Unknown,Gird (gwalior),Morar,Jahangir Pur,26.2625,78.260833,182.0,,,False,Vindhyan,Weathered
SGWL100-OW,Observation Well,Unknown,Gird (gwalior),Morar,Maithana,26.266389,78.268611,187.0,,,False,Vindhyan,Weathered
SGWL101-OW,Observation Well,Unknown,Gird (gwalior),Morar,Behta,26.274444,78.287222,174.0,,,False,Vindhyan,Weathered
SGWL102-OW,Observation Well,Unknown,Gird (gwalior),Morar,Suro,26.29,78.289722,177.0,,,False,Vindhyan,Weathered
SGWL103-OW,Observation Well,Unknown,Gird (gwalior),Morar,Keshavpur Farm,26.278056,78.323611,167.0,,,False,Vindhyan,Weathered
SGWL104-OW,Observation Well,Unknown,Gird (gwalior),Morar,Birampura,26.261111,78.311667,177.0,,,False,Vindhyan,Weathered
SGWL105-OW,Observation Well,Unknown,Gird (gwalior),Morar,Siroli,26.260833,78.320556,182.0,,,False,Vindhyan,Weathered
SGWL106-OW,Observation Well,Unknown,Gird (gwalior),Morar,Ratwai,26.250556,78.334444,175.0,,,False,Vindhyan,Weathered
SGWL107-OW,Observation Well,Unknown,Dabra,Dabra,Cheemak,25.898889,78.181667,216.4,,,False,Vindhyan,Weathered
SGWL108-OW,Observation Well,Unknown,Dabra,Dabra,Bharoli,25.974444,78.401667,177.0,,,False,Vindhyan,Weathered
SGWL109-OW,Observation Well,Unknown,Bhitarwar,Bhitarwar,Klayani Mouja,26.038056,78.234444,237.2,,,False,Vindhyan,Weathered
SGWL110-OW,Observation Well,Unknown,Bhitarwar,Bhitarwar,Antri Mouja,26.038889,78.229167,237.04,,,False,Vindhyan,Weathered
SGWL111-OW,Observation Well,Unknown,Bhitarwar,Bhitarwar,Araya,26.030278,78.191111,234.1,,,False,Vindhyan,Weathered
SGWL112-OW,Observation Well,Unknown,Bhitarwar,Bhitarwar,Kachhua Mouja,26.006111,78.176389,230.0,,,False,Vindhyan,Weathered
SGWL113-OW,Observation Well,Unknown,Bhitarwar,Bhitarwar,Sikroda,25.984167,78.160833,228.2,,,False,Vindhyan,Weathered
SGWL114-OW,Observation Well,Unknown,Bhitarwar,Bhitarwar,Jheel Badera,25.965278,78.121667,232.2,,,False,Vindhyan,Weathered
SGWL115-OW,Observation Well,Unknown,Bhitarwar,Bhitarwar,Chinore Mouja,25.942778,78.125,230.8,,,False,Vindhyan,Weathered
SGWL116-OW,Observation Well,Unknown,Bhitarwar,Bhitarwar,Rarua,25.9425,78.135,223.5,,,False,Vindhyan,Weathered
SGWL117-OW,Observation Well,Unknown,Bhitarwar,Bhitarwar,Gharsondi,25.925833,78.142778,216.6,,,False,Vindhyan,Weathered
SGWL118-OW,Observation Well,Unknown,Bhitarwar,Bhitarwar,Kanthi,25.938889,78.155,241.0,,,False,Vindhyan,Weathered
